ID_Full	ID	Haplotype	Source_Identifier	original_locus	physical_locus	retained_alignment_candidates_at_original_slot	partition	reason	admitted_alignment	admitted_record
HG01150_pat_hprc_r2_v1.0.1_HML-2_10p12.1	HG01150	pat	HG01150#1#CM088602.1:26908677-26919043	10p12.1	10p12.1	1	admitted	unique_original_catalog_slot	10p12.1_carrier_kcon.aln.fa	HG01150_pat
HG01167_hap1_hprc_r2_v1.0.1_HML-2_10p12.1	HG01167	h1	HG01167#1#JBIREP010000009.1:26938668-26949034	10p12.1	10p12.1	0	no_retained_original_slot_alignment	No retained alignment with this original extraction locus, public sample, and haplotype		
HG01167_hap2_hprc_r2_v1.0.1_HML-2_10p12.1	HG01167	h2	HG01167#2#CM094546.1:26911803-26922169	10p12.1	10p12.1	1	admitted	unique_original_catalog_slot	10p12.1_carrier_kcon.aln.fa	HG01167_hap2
HG01175_mat_hprc_r2_v1.0.1_HML-2_10p12.1	HG01175	mat	HG01175#2#CM087943.1:26899077-26909443	10p12.1	10p12.1	1	admitted	unique_original_catalog_slot	10p12.1_carrier_kcon.aln.fa	HG01175_mat
HG01175_pat_hprc_r2_v1.0.1_HML-2_10p12.1	HG01175	pat	HG01175#1#CM087929.1:26918574-26928940	10p12.1	10p12.1	1	admitted	unique_original_catalog_slot	10p12.1_carrier_kcon.aln.fa	HG01175_pat
HG01192_mat_hprc_r2_v1.0.1_HML-2_10p12.1	HG01192	mat	HG01192#2#CM085945.1:26912513-26922879	10p12.1	10p12.1	1	admitted	unique_original_catalog_slot	10p12.1_carrier_kcon.aln.fa	HG01192_mat
HG01192_pat_hprc_r2_v1.0.1_HML-2_10p12.1	HG01192	pat	HG01192#1#JBHDVI010000006.1:26886890-26897256	10p12.1	10p12.1	0	no_retained_original_slot_alignment	No retained alignment with this original extraction locus, public sample, and haplotype		
HG01243_mat_hprc_r2_v1.0.1_HML-2_10p12.1	HG01243	mat	HG01243#2#CM099595.1:26897277-26907643	10p12.1	10p12.1	1	admitted	unique_original_catalog_slot	10p12.1_carrier_kcon.aln.fa	HG01243_mat
HG01243_pat_hprc_r2_v1.0.1_HML-2_10p12.1	HG01243	pat	HG01243#1#CM099607.1:26918374-26928740	10p12.1	10p12.1	1	admitted	unique_original_catalog_slot	10p12.1_carrier_kcon.aln.fa	HG01243_pat
HG01252_mat_hprc_r2_v1.0.1_HML-2_10p12.1	HG01252	mat	HG01252#2#CM088859.1:26911580-26921946	10p12.1	10p12.1	1	admitted	unique_original_catalog_slot	10p12.1_carrier_kcon.aln.fa	HG01252_mat
HG01252_pat_hprc_r2_v1.0.1_HML-2_10p12.1	HG01252	pat	HG01252#1#CM088828.1:26917353-26927719	10p12.1	10p12.1	1	admitted	unique_original_catalog_slot	10p12.1_carrier_kcon.aln.fa	HG01252_pat
HG01255_mat_hprc_r2_v1.0.1_HML-2_10p12.1	HG01255	mat	HG01255#2#CM086724.1:26901487-26911853	10p12.1	10p12.1	1	admitted	unique_original_catalog_slot	10p12.1_carrier_kcon.aln.fa	HG01255_mat
HG01255_pat_hprc_r2_v1.0.1_HML-2_10p12.1	HG01255	pat	HG01255#1#CM086711.1:26907088-26917454	10p12.1	10p12.1	1	admitted	unique_original_catalog_slot	10p12.1_carrier_kcon.aln.fa	HG01255_pat
HG01258_mat_hprc_r2_v1.0.1_HML-2_10p12.1	HG01258	mat	HG01258#2#JAGYYU020000002.1:26944936-26955302	10p12.1	10p12.1	0	no_retained_original_slot_alignment	No retained alignment with this original extraction locus, public sample, and haplotype		
HG01258_pat_hprc_r2_v1.0.1_HML-2_10p12.1	HG01258	pat	HG01258#1#JAGYYV020000044.1:26904057-26914423	10p12.1	10p12.1	0	no_retained_original_slot_alignment	No retained alignment with this original extraction locus, public sample, and haplotype		
HG01261_mat_hprc_r2_v1.0.1_HML-2_10p12.1	HG01261	mat	HG01261#2#CM085921.1:26955261-26965627	10p12.1	10p12.1	1	admitted	unique_original_catalog_slot	10p12.1_carrier_kcon.aln.fa	HG01261_mat
HG01261_pat_hprc_r2_v1.0.1_HML-2_10p12.1	HG01261	pat	HG01261#1#JBHDVG010000043.1:26864445-26874811	10p12.1	10p12.1	0	no_retained_original_slot_alignment	No retained alignment with this original extraction locus, public sample, and haplotype		
HG01346_mat_hprc_r2_v1.0.1_HML-2_10p12.1	HG01346	mat	HG01346#2#JBHDSS010000047.1:26909222-26919588	10p12.1	10p12.1	0	no_retained_original_slot_alignment	No retained alignment with this original extraction locus, public sample, and haplotype		
HG01346_pat_hprc_r2_v1.0.1_HML-2_10p12.1	HG01346	pat	HG01346#1#JBHDSR010000004.1:26916886-26927252	10p12.1	10p12.1	0	no_retained_original_slot_alignment	No retained alignment with this original extraction locus, public sample, and haplotype		
HG01352_h1_HML-2_10p12.1_graph_hgsvc3-2024-02-23-mc-chm13	HG01352	h1	HG01352#1#haplotype1-0000016#0:41984349-42023756	10p12.1	10p12.1	1	admitted	unique_original_catalog_slot	10p12.1_carrier_kcon.aln.fa	HG01352_h1
HG01352_h2_HML-2_10p12.1_graph_hgsvc3-2024-02-23-mc-chm13	HG01352	h2	HG01352#2#haplotype2-0000163#0:40775407-40814831	10p12.1	10p12.1	1	admitted	unique_original_catalog_slot	10p12.1_carrier_kcon.aln.fa	HG01352_h2
HG01358_mat_hprc_r2_v1.0.1_HML-2_10p12.1	HG01358	mat	HG01358#2#CM089072.1:26913648-26924014	10p12.1	10p12.1	1	admitted	unique_original_catalog_slot	10p12.1_carrier_kcon.aln.fa	HG01358_mat
HG01358_pat_hprc_r2_v1.0.1_HML-2_10p12.1	HG01358	pat	HG01358#1#CM089059.1:26905252-26915618	10p12.1	10p12.1	1	admitted	unique_original_catalog_slot	10p12.1_carrier_kcon.aln.fa	HG01358_pat
HG01361_mat_hprc_r2_v1.0.1_HML-2_10p12.1	HG01361	mat	HG01361#2#CM089043.1:26926805-26937171	10p12.1	10p12.1	1	admitted	unique_original_catalog_slot	10p12.1_carrier_kcon.aln.fa	HG01361_mat
HG01361_pat_hprc_r2_v1.0.1_HML-2_10p12.1	HG01361	pat	HG01361#1#CM089027.1:26922880-26933246	10p12.1	10p12.1	1	admitted	unique_original_catalog_slot	10p12.1_carrier_kcon.aln.fa	HG01361_pat
HG01433_mat_hprc_r2_v1.0.1_HML-2_10p12.1	HG01433	mat	HG01433#2#CM086515.1:26918611-26928974	10p12.1	10p12.1	1	admitted	unique_original_catalog_slot	10p12.1_carrier_kcon.aln.fa	HG01433_mat
HG01433_pat_hprc_r2_v1.0.1_HML-2_10p12.1	HG01433	pat	HG01433#1#JBHDSJ010000058.1:26914624-26924990	10p12.1	10p12.1	0	no_retained_original_slot_alignment	No retained alignment with this original extraction locus, public sample, and haplotype		
HG01457_h1_HML-2_10p12.1_graph_hgsvc3-2024-02-23-mc-chm13	HG01457	h1	HG01457#1#haplotype1-0000022#0:107875386-107914803	10p12.1	10p12.1	1	admitted	unique_original_catalog_slot	10p12.1_carrier_kcon.aln.fa	HG01457_h1
HG01457_h2_HML-2_10p12.1_graph_hgsvc3-2024-02-23-mc-chm13	HG01457	h2	HG01457#2#haplotype2-0000113#0:108937020-108976427	10p12.1	10p12.1	1	admitted	unique_original_catalog_slot	10p12.1_carrier_kcon.aln.fa	HG01457_h2
HG01496_mat_hprc_r2_v1.0.1_HML-2_10p12.1	HG01496	mat	HG01496#2#CM086392.1:26901380-26911746	10p12.1	10p12.1	1	admitted	unique_original_catalog_slot	10p12.1_carrier_kcon.aln.fa	HG01496_mat
HG01496_pat_hprc_r2_v1.0.1_HML-2_10p12.1	HG01496	pat	HG01496#1#JBHDRZ010000058.1:26909353-26919719	10p12.1	10p12.1	0	no_retained_original_slot_alignment	No retained alignment with this original extraction locus, public sample, and haplotype		
HG01505_h1_HML-2_10p12.1_graph_hgsvc3-2024-02-23-mc-chm13	HG01505	h1	HG01505#1#haplotype1-0000040#0:26884847-26924254	10p12.1	10p12.1	1	admitted	unique_original_catalog_slot	10p12.1_carrier_kcon.aln.fa	HG01505_h1
HG01505_h2_HML-2_10p12.1_graph_hgsvc3-2024-02-23-mc-chm13	HG01505	h2	HG01505#2#haplotype2-0000136#0:108770595-108810002	10p12.1	10p12.1	1	admitted	unique_original_catalog_slot	10p12.1_carrier_kcon.aln.fa	HG01505_h2
HG01530_hap1_hprc_r2_v1.0.1_HML-2_10p12.1	HG01530	h1	HG01530#1#CM087539.1:26910974-26921340	10p12.1	10p12.1	1	admitted	unique_original_catalog_slot	10p12.1_carrier_kcon.aln.fa	HG01530_hap1
HG01530_hap2_hprc_r2_v1.0.1_HML-2_10p12.1	HG01530	h2	HG01530#2#CM087562.1:26897485-26907851	10p12.1	10p12.1	1	admitted	unique_original_catalog_slot	10p12.1_carrier_kcon.aln.fa	HG01530_hap2
HG01573_h1_HML-2_10p12.1_graph_hgsvc3-2024-02-23-mc-chm13	HG01573	h1	HG01573#1#haplotype1-0000015#0:26870005-26909422	10p12.1	10p12.1	1	admitted	unique_original_catalog_slot	10p12.1_carrier_kcon.aln.fa	HG01573_h1
HG01573_h2_HML-2_10p12.1_graph_hgsvc3-2024-02-23-mc-chm13	HG01573	h2	HG01573#2#haplotype2-0000096#0:26893276-26932683	10p12.1	10p12.1	1	admitted	unique_original_catalog_slot	10p12.1_carrier_kcon.aln.fa	HG01573_h2
HG01596_h1_HML-2_10p12.1_graph_hgsvc3-2024-02-23-mc-chm13	HG01596	h1	HG01596#1#haplotype1-0000026#0:18091365-18130772	10p12.1	10p12.1	1	admitted	unique_original_catalog_slot	10p12.1_carrier_kcon.aln.fa	HG01596_h1
HG01596_h2_HML-2_10p12.1_graph_hgsvc3-2024-02-23-mc-chm13	HG01596	h2	HG01596#2#haplotype2-0000103#0:27069760-27109167	10p12.1	10p12.1	1	admitted	unique_original_catalog_slot	10p12.1_carrier_kcon.aln.fa	HG01596_h2
HG01784_hap1_hprc_r2_v1.0.1_HML-2_10p12.1	HG01784	h1	HG01784#1#JBHDXH010000011.1:26929194-26939560	10p12.1	10p12.1	0	no_retained_original_slot_alignment	No retained alignment with this original extraction locus, public sample, and haplotype		
HG01784_hap2_hprc_r2_v1.0.1_HML-2_10p12.1	HG01784	h2	HG01784#2#CM087601.1:27036276-27046642	10p12.1	10p12.1	1	admitted	unique_original_catalog_slot	10p12.1_carrier_kcon.aln.fa	HG01784_hap2
HG01786_hap1_hprc_r2_v1.0.1_HML-2_10p12.1	HG01786	h1	HG01786#1#CM089508.1:26900208-26910574	10p12.1	10p12.1	1	admitted	unique_original_catalog_slot	10p12.1_carrier_kcon.aln.fa	HG01786_hap1
HG01786_hap2_hprc_r2_v1.0.1_HML-2_10p12.1	HG01786	h2	HG01786#2#CM089532.1:26898075-26908441	10p12.1	10p12.1	1	admitted	unique_original_catalog_slot	10p12.1_carrier_kcon.aln.fa	HG01786_hap2
HG01884_mat_hprc_r2_v1.0.1_HML-2_10p12.1	HG01884	mat	HG01884#2#JBHDSC010000014.1:26892931-26903297	10p12.1	10p12.1	0	no_retained_original_slot_alignment	No retained alignment with this original extraction locus, public sample, and haplotype		
HG01884_pat_hprc_r2_v1.0.1_HML-2_10p12.1	HG01884	pat	HG01884#1#CM086409.1:26902175-26912536	10p12.1	10p12.1	1	admitted	unique_original_catalog_slot	10p12.1_carrier_kcon.aln.fa	HG01884_pat
HG01890_h1_HML-2_10p12.1_graph_hgsvc3-2024-02-23-mc-chm13	HG01890	h1	HG01890#1#haplotype1-0000012#0:108432655-108472064	10p12.1	10p12.1	1	admitted	unique_original_catalog_slot	10p12.1_carrier_kcon.aln.fa	HG01890_h1
HG01890_h2_HML-2_10p12.1_graph_hgsvc3-2024-02-23-mc-chm13	HG01890	h2	HG01890#2#haplotype2-0000062#0:109978596-110018003	10p12.1	10p12.1	1	admitted	unique_original_catalog_slot	10p12.1_carrier_kcon.aln.fa	HG01890_h2
HG01891_mat_hprc_r2_v1.0.1_HML-2_10p12.1	HG01891	mat	HG01891#2#JAGYVN020000050.1:26898963-26901122	10p12.1	10p12.1	0	no_retained_original_slot_alignment	No retained alignment with this original extraction locus, public sample, and haplotype		
HG01891_pat_hprc_r2_v1.0.1_HML-2_10p12.1	HG01891	pat	HG01891#1#JAGYVO020000012.1:26913150-26923516	10p12.1	10p12.1	0	no_retained_original_slot_alignment	No retained alignment with this original extraction locus, public sample, and haplotype		
HG01928_mat_hprc_r2_v1.0.1_HML-2_10p12.1	HG01928	mat	HG01928#2#CM089008.1:26891396-26901762	10p12.1	10p12.1	1	admitted	unique_original_catalog_slot	10p12.1_carrier_kcon.aln.fa	HG01928_mat
HG01928_pat_hprc_r2_v1.0.1_HML-2_10p12.1	HG01928	pat	HG01928#1#CM088992.1:26907538-26917904	10p12.1	10p12.1	1	admitted	unique_original_catalog_slot	10p12.1_carrier_kcon.aln.fa	HG01928_pat
HG01934_mat_hprc_r2_v1.0.1_HML-2_10p12.1	HG01934	mat	HG01934#2#CM088885.1:26908848-26919214	10p12.1	10p12.1	1	admitted	unique_original_catalog_slot	10p12.1_carrier_kcon.aln.fa	HG01934_mat
HG01934_pat_hprc_r2_v1.0.1_HML-2_10p12.1	HG01934	pat	HG01934#1#CM088844.1:26919343-26929709	10p12.1	10p12.1	1	admitted	unique_original_catalog_slot	10p12.1_carrier_kcon.aln.fa	HG01934_pat
HG01940_mat_hprc_r2_v1.0.1_HML-2_10p12.1	HG01940	mat	HG01940#2#CM088665.1:26914819-26925185	10p12.1	10p12.1	1	admitted	unique_original_catalog_slot	10p12.1_carrier_kcon.aln.fa	HG01940_mat
HG01940_pat_hprc_r2_v1.0.1_HML-2_10p12.1	HG01940	pat	HG01940#1#JBHIHK010000042.1:26912916-26923282	10p12.1	10p12.1	0	no_retained_original_slot_alignment	No retained alignment with this original extraction locus, public sample, and haplotype		
HG01943_mat_hprc_r2_v1.0.1_HML-2_10p12.1	HG01943	mat	HG01943#2#CM089364.1:26898305-26908671	10p12.1	10p12.1	1	admitted	unique_original_catalog_slot	10p12.1_carrier_kcon.aln.fa	HG01943_mat
HG01943_pat_hprc_r2_v1.0.1_HML-2_10p12.1	HG01943	pat	HG01943#1#CM089355.1:26893019-26903385	10p12.1	10p12.1	1	admitted	unique_original_catalog_slot	10p12.1_carrier_kcon.aln.fa	HG01943_pat
HG01952_mat_hprc_r2_v1.0.1_HML-2_10p12.1	HG01952	mat	HG01952#2#CM088003.1:26899821-26910187	10p12.1	10p12.1	1	admitted	unique_original_catalog_slot	10p12.1_carrier_kcon.aln.fa	HG01952_mat
HG01952_pat_hprc_r2_v1.0.1_HML-2_10p12.1	HG01952	pat	HG01952#1#CM087978.1:26890032-26900398	10p12.1	10p12.1	1	admitted	unique_original_catalog_slot	10p12.1_carrier_kcon.aln.fa	HG01952_pat
HG01960_mat_hprc_r2_v1.0.1_HML-2_10p12.1	HG01960	mat	HG01960#2#JBHIHN010000048.1:26896664-26907030	10p12.1	10p12.1	0	no_retained_original_slot_alignment	No retained alignment with this original extraction locus, public sample, and haplotype		
HG01960_pat_hprc_r2_v1.0.1_HML-2_10p12.1	HG01960	pat	HG01960#1#CM088649.1:26903980-26914346	10p12.1	10p12.1	1	admitted	unique_original_catalog_slot	10p12.1_carrier_kcon.aln.fa	HG01960_pat
HG01969_mat_hprc_r2_v1.0.1_HML-2_10p12.1	HG01969	mat	HG01969#2#CM088703.1:26912750-26923116	10p12.1	10p12.1	1	admitted	unique_original_catalog_slot	10p12.1_carrier_kcon.aln.fa	HG01969_mat
HG01969_pat_hprc_r2_v1.0.1_HML-2_10p12.1	HG01969	pat	HG01969#1#CM088691.1:26912379-26922745	10p12.1	10p12.1	1	admitted	unique_original_catalog_slot	10p12.1_carrier_kcon.aln.fa	HG01969_pat
HG01975_mat_hprc_r2_v1.0.1_HML-2_10p12.1	HG01975	mat	HG01975#2#CM099816.1:26899142-26909508	10p12.1	10p12.1	1	admitted	unique_original_catalog_slot	10p12.1_carrier_kcon.aln.fa	HG01975_mat
HG01975_pat_hprc_r2_v1.0.1_HML-2_10p12.1	HG01975	pat	HG01975#1#CM099801.1:26897085-26907451	10p12.1	10p12.1	1	admitted	unique_original_catalog_slot	10p12.1_carrier_kcon.aln.fa	HG01975_pat
HG01978_mat_hprc_r2_v1.1.0_HML-2_10p12.1	HG01978	mat	HG01978#2#CM089276.1:26900129-26910495	10p12.1	10p12.1	1	admitted	unique_original_catalog_slot	10p12.1_carrier_kcon.aln.fa	HG01978_mat
HG01978_pat_hprc_r2_v1.1.0_HML-2_10p12.1	HG01978	pat	HG01978#1#CM089250.1:26906686-26917052	10p12.1	10p12.1	1	admitted	unique_original_catalog_slot	10p12.1_carrier_kcon.aln.fa	HG01978_pat
HG01981_mat_hprc_r2_v1.0.1_HML-2_10p12.1	HG01981	mat	HG01981#2#JBHDRW010000002.1:26899243-26909609	10p12.1	10p12.1	0	no_retained_original_slot_alignment	No retained alignment with this original extraction locus, public sample, and haplotype		
HG01981_pat_hprc_r2_v1.0.1_HML-2_10p12.1	HG01981	pat	HG01981#1#CM086325.1:26900693-26911059	10p12.1	10p12.1	1	admitted	unique_original_catalog_slot	10p12.1_carrier_kcon.aln.fa	HG01981_pat
HG01993_mat_hprc_r2_v1.0.1_HML-2_10p12.1	HG01993	mat	HG01993#2#CM086538.1:26893694-26904060	10p12.1	10p12.1	1	admitted	unique_original_catalog_slot	10p12.1_carrier_kcon.aln.fa	HG01993_mat
HG01993_pat_hprc_r2_v1.0.1_HML-2_10p12.1	HG01993	pat	HG01993#1#CM086498.1:26910921-26921287	10p12.1	10p12.1	1	admitted	unique_original_catalog_slot	10p12.1_carrier_kcon.aln.fa	HG01993_pat
HG02004_mat_hprc_r2_v1.0.1_HML-2_10p12.1	HG02004	mat	HG02004#2#CM086314.1:26906798-26917164	10p12.1	10p12.1	1	admitted	unique_original_catalog_slot	10p12.1_carrier_kcon.aln.fa	HG02004_mat
HG02004_pat_hprc_r2_v1.0.1_HML-2_10p12.1	HG02004	pat	HG02004#1#CM086305.1:26919026-26929392	10p12.1	10p12.1	1	admitted	unique_original_catalog_slot	10p12.1_carrier_kcon.aln.fa	HG02004_pat
HG02011_h1_HML-2_10p12.1_graph_hgsvc3-2024-02-23-mc-chm13	HG02011	h1	HG02011#1#haplotype1-0000023#0:108791196-108830613	10p12.1	10p12.1	1	admitted	unique_original_catalog_slot	10p12.1_carrier_kcon.aln.fa	HG02011_h1
HG02011_h2_HML-2_10p12.1_graph_hgsvc3-2024-02-23-mc-chm13	HG02011	h2	HG02011#2#haplotype2-0000073#0:107950328-107989742	10p12.1	10p12.1	1	admitted	unique_original_catalog_slot	10p12.1_carrier_kcon.aln.fa	HG02011_h2
HG02015_mat_hprc_r2_v1.0.1_HML-2_10p12.1	HG02015	mat	HG02015#2#JBHDVF010000064.1:26896865-26907231	10p12.1	10p12.1	0	no_retained_original_slot_alignment	No retained alignment with this original extraction locus, public sample, and haplotype		
HG02015_pat_hprc_r2_v1.0.1_HML-2_10p12.1	HG02015	pat	HG02015#1#JBHDVE010000001.1:26904537-26914903	10p12.1	10p12.1	0	no_retained_original_slot_alignment	No retained alignment with this original extraction locus, public sample, and haplotype		
HG02018_h1_HML-2_10p12.1_graph_hgsvc3-2024-02-23-mc-chm13	HG02018	h1	HG02018#1#haplotype1-0000015#0:109739162-109778569	10p12.1	10p12.1	1	admitted	unique_original_catalog_slot	10p12.1_carrier_kcon.aln.fa	HG02018_h1
HG02018_h2_HML-2_10p12.1_graph_hgsvc3-2024-02-23-mc-chm13	HG02018	h2	HG02018#2#haplotype2-0000091#0:107727642-107767037	10p12.1	10p12.1	1	admitted	unique_original_catalog_slot	10p12.1_carrier_kcon.aln.fa	HG02018_h2
HG02027_mat_hprc_r2_v1.0.1_HML-2_10p12.1	HG02027	mat	HG02027#2#CM086991.1:26912564-26922930	10p12.1	10p12.1	1	admitted	unique_original_catalog_slot	10p12.1_carrier_kcon.aln.fa	HG02027_mat
HG02027_pat_hprc_r2_v1.0.1_HML-2_10p12.1	HG02027	pat	HG02027#1#CM086979.1:26891557-26901923	10p12.1	10p12.1	1	admitted	unique_original_catalog_slot	10p12.1_carrier_kcon.aln.fa	HG02027_pat
HG02040_hap1_hprc_r2_v1.0.1_HML-2_10p12.1	HG02040	h1	HG02040#1#JBHDWS010000011.1:26912120-26922486	10p12.1	10p12.1	0	no_retained_original_slot_alignment	No retained alignment with this original extraction locus, public sample, and haplotype		
HG02040_hap2_hprc_r2_v1.0.1_HML-2_10p12.1	HG02040	h2	HG02040#2#CM087408.1:26889076-26899442	10p12.1	10p12.1	1	admitted	unique_original_catalog_slot	10p12.1_carrier_kcon.aln.fa	HG02040_hap2
HG02055_mat_hprc_r2_v1.0.1_HML-2_10p12.1	HG02055	mat	HG02055#2#CM092198.1:26909306-26919672	10p12.1	10p12.1	1	admitted	unique_original_catalog_slot	10p12.1_carrier_kcon.aln.fa	HG02055_mat
HG02055_pat_hprc_r2_v1.0.1_HML-2_10p12.1	HG02055	pat	HG02055#1#CM092210.1:27235173-27245539	10p12.1	10p12.1	1	admitted	unique_original_catalog_slot	10p12.1_carrier_kcon.aln.fa	HG02055_pat
HG02056_mat_hprc_r2_v1.0.1_HML-2_10p12.1	HG02056	mat	HG02056#2#CM085886.1:26922499-26932865	10p12.1	10p12.1	1	admitted	unique_original_catalog_slot	10p12.1_carrier_kcon.aln.fa	HG02056_mat
HG02056_pat_hprc_r2_v1.0.1_HML-2_10p12.1	HG02056	pat	HG02056#1#CM085874.1:26920064-26930430	10p12.1	10p12.1	1	admitted	unique_original_catalog_slot	10p12.1_carrier_kcon.aln.fa	HG02056_pat
HG02059_h1_HML-2_10p12.1_graph_hgsvc3-2024-02-23-mc-chm13	HG02059	h1	HG02059#1#haplotype1-0000008#0:26882889-26922297	10p12.1	10p12.1	1	admitted	unique_original_catalog_slot	10p12.1_carrier_kcon.aln.fa	HG02059_h1
HG02059_h2_HML-2_10p12.1_graph_hgsvc3-2024-02-23-mc-chm13	HG02059	h2	HG02059#2#haplotype2-0000130#0:109228935-109268352	10p12.1	10p12.1	1	admitted	unique_original_catalog_slot	10p12.1_carrier_kcon.aln.fa	HG02059_h2
HG02071_mat_hprc_r2_v1.0.1_HML-2_10p12.1	HG02071	mat	HG02071#2#CM088287.1:26906326-26916692	10p12.1	10p12.1	1	admitted	unique_original_catalog_slot	10p12.1_carrier_kcon.aln.fa	HG02071_mat
HG02071_pat_hprc_r2_v1.0.1_HML-2_10p12.1	HG02071	pat	HG02071#1#CM088264.1:26880851-26891217	10p12.1	10p12.1	1	admitted	unique_original_catalog_slot	10p12.1_carrier_kcon.aln.fa	HG02071_pat
HG02074_mat_hprc_r2_v1.0.1_HML-2_10p12.1	HG02074	mat	HG02074#2#JBHIGL010000013.1:26915384-26925750	10p12.1	10p12.1	0	no_retained_original_slot_alignment	No retained alignment with this original extraction locus, public sample, and haplotype		
HG02074_pat_hprc_r2_v1.0.1_HML-2_10p12.1	HG02074	pat	HG02074#1#JBHIGK010000075.1:26897228-26907594	10p12.1	10p12.1	0	no_retained_original_slot_alignment	No retained alignment with this original extraction locus, public sample, and haplotype		
HG02080_mat_hprc_r2_v1.0.1_HML-2_10p12.1	HG02080	mat	HG02080#2#CM092051.1:26900665-26911031	10p12.1	10p12.1	1	admitted	unique_original_catalog_slot	10p12.1_carrier_kcon.aln.fa	HG02080_mat
HG02080_pat_hprc_r2_v1.0.1_HML-2_10p12.1	HG02080	pat	HG02080#1#CM092065.1:26901624-26911990	10p12.1	10p12.1	1	admitted	unique_original_catalog_slot	10p12.1_carrier_kcon.aln.fa	HG02080_pat
HG02083_mat_hprc_r2_v1.0.1_HML-2_10p12.1	HG02083	mat	HG02083#2#JBHDTW010000041.1:26891579-26901945	10p12.1	10p12.1	0	no_retained_original_slot_alignment	No retained alignment with this original extraction locus, public sample, and haplotype		
HG02083_pat_hprc_r2_v1.0.1_HML-2_10p12.1	HG02083	pat	HG02083#1#JBHDTV010000006.1:26905577-26915943	10p12.1	10p12.1	0	no_retained_original_slot_alignment	No retained alignment with this original extraction locus, public sample, and haplotype		
HG02106_h1_HML-2_10p12.1_graph_hgsvc3-2024-02-23-mc-chm13	HG02106	h1	HG02106#1#haplotype1-0000038#0:108487127-108526546	10p12.1	10p12.1	1	admitted	unique_original_catalog_slot	10p12.1_carrier_kcon.aln.fa	HG02106_h1
HG02106_h2_HML-2_10p12.1_graph_hgsvc3-2024-02-23-mc-chm13	HG02106	h2	HG02106#2#haplotype2-0000101#0:21089665-21129090	10p12.1	10p12.1	1	admitted	unique_original_catalog_slot	10p12.1_carrier_kcon.aln.fa	HG02106_h2
HG02109_mat_hprc_r2_v1.0.1_HML-2_10p12.1	HG02109	mat	HG02109#2#JAHEPF020000012.1:26920919-26931285	10p12.1	10p12.1	0	no_retained_original_slot_alignment	No retained alignment with this original extraction locus, public sample, and haplotype		
HG02109_pat_hprc_r2_v1.0.1_HML-2_10p12.1	HG02109	pat	HG02109#1#CM092165.1:26930083-26932242	10p12.1	10p12.1	1	admitted	unique_original_catalog_slot	10p12.1_carrier_kcon.aln.fa	HG02109_pat
HG02129_mat_hprc_r2_v1.0.1_HML-2_10p12.1	HG02129	mat	HG02129#2#JBHDVB010000011.1:26891151-26901517	10p12.1	10p12.1	0	no_retained_original_slot_alignment	No retained alignment with this original extraction locus, public sample, and haplotype		
HG02129_pat_hprc_r2_v1.0.1_HML-2_10p12.1	HG02129	pat	HG02129#1#CM085853.1:26894861-26905227	10p12.1	10p12.1	1	admitted	unique_original_catalog_slot	10p12.1_carrier_kcon.aln.fa	HG02129_pat
HG02132_mat_hprc_r2_v1.0.1_HML-2_10p12.1	HG02132	mat	HG02132#2#CM086911.1:26976261-26986627	10p12.1	10p12.1	1	admitted	unique_original_catalog_slot	10p12.1_carrier_kcon.aln.fa	HG02132_mat
HG02132_pat_hprc_r2_v1.0.1_HML-2_10p12.1	HG02132	pat	HG02132#1#JBHDTR010000011.1:26903352-26913718	10p12.1	10p12.1	0	no_retained_original_slot_alignment	No retained alignment with this original extraction locus, public sample, and haplotype		
HG02135_mat_hprc_r2_v1.0.1_HML-2_10p12.1	HG02135	mat	HG02135#2#JBHIGN010000010.1:26906558-26916924	10p12.1	10p12.1	0	no_retained_original_slot_alignment	No retained alignment with this original extraction locus, public sample, and haplotype		
