window	group	locus_a	locus_b	jointly_called_bases	substitutions	p_distance
B1	Type II all	4p16.3c	5p13.3	973	209	0.2147995889003083
B1	Type II all	4p16.3c	5q33.2	968	91	0.09400826446280992
B1	Type II all	4p16.3c	6p21.1	964	115	0.11929460580912864
B1	Type II all	4p16.3c	6p22.1	973	185	0.19013360739979446
B1	Type II all	4p16.3c	6q14.1	973	200	0.20554984583761562
B1	Type II all	4p16.3c	7p22.1	973	199	0.20452209660842754
B1	Type II all	4p16.3c	8p23.1a_hg38	973	201	0.2065775950668037
B1	Type II all	4p16.3c	8p23.1b	973	39	0.040082219938335044
B1	Type II all	4p16.3c	8p23.1c	970	39	0.04020618556701031
B1	Type II all	4p16.3c	8p23.1d	973	39	0.040082219938335044
B1	Type II all	4p16.3c	8p23.1e	973	41	0.0421377183967112
B1	Type II all	4p16.3c	Xq21.33	973	200	0.20554984583761562
B1	Type II all	5p13.3	5q33.2	982	201	0.20468431771894094
B1	Type II all	5p13.3	6p21.1	978	190	0.19427402862985685
B1	Type II all	5p13.3	6p22.1	988	126	0.12753036437246965
B1	Type II all	5p13.3	6q14.1	1000	23	0.023
B1	Type II all	5p13.3	7p22.1	1000	22	0.022
B1	Type II all	5p13.3	8p23.1a_hg38	1000	22	0.022
B1	Type II all	5p13.3	8p23.1b	975	209	0.21435897435897436
B1	Type II all	5p13.3	8p23.1c	972	208	0.2139917695473251
B1	Type II all	5p13.3	8p23.1d	975	209	0.21435897435897436
B1	Type II all	5p13.3	8p23.1e	975	211	0.2164102564102564
B1	Type II all	5p13.3	Xq21.33	1000	23	0.023
B1	Type II all	5q33.2	6p21.1	973	100	0.10277492291880781
B1	Type II all	5q33.2	6p22.1	982	167	0.17006109979633402
B1	Type II all	5q33.2	6q14.1	982	194	0.1975560081466395
B1	Type II all	5q33.2	7p22.1	982	193	0.19653767820773932
B1	Type II all	5q33.2	8p23.1a_hg38	982	195	0.1985743380855397
B1	Type II all	5q33.2	8p23.1b	970	85	0.08762886597938144
B1	Type II all	5q33.2	8p23.1c	967	83	0.08583247156153051
B1	Type II all	5q33.2	8p23.1d	970	85	0.08762886597938144
B1	Type II all	5q33.2	8p23.1e	970	87	0.08969072164948454
B1	Type II all	5q33.2	Xq21.33	982	192	0.1955193482688391
B1	Type II all	6p21.1	6p22.1	978	159	0.16257668711656442
B1	Type II all	6p21.1	6q14.1	978	182	0.18609406952965235
B1	Type II all	6p21.1	7p22.1	978	180	0.18404907975460122
B1	Type II all	6p21.1	8p23.1a_hg38	978	181	0.18507157464212678
B1	Type II all	6p21.1	8p23.1b	966	113	0.11697722567287784
B1	Type II all	6p21.1	8p23.1c	963	112	0.11630321910695743
B1	Type II all	6p21.1	8p23.1d	966	113	0.11697722567287784
B1	Type II all	6p21.1	8p23.1e	966	115	0.11904761904761904
B1	Type II all	6p21.1	Xq21.33	978	180	0.18404907975460122
B1	Type II all	6p22.1	6q14.1	988	116	0.11740890688259109
B1	Type II all	6p22.1	7p22.1	988	115	0.11639676113360324
B1	Type II all	6p22.1	8p23.1a_hg38	988	115	0.11639676113360324
B1	Type II all	6p22.1	8p23.1b	975	183	0.18769230769230769
B1	Type II all	6p22.1	8p23.1c	972	182	0.18724279835390947
B1	Type II all	6p22.1	8p23.1d	975	183	0.18769230769230769
B1	Type II all	6p22.1	8p23.1e	975	185	0.18974358974358974
B1	Type II all	6p22.1	Xq21.33	988	116	0.11740890688259109
B1	Type II all	6q14.1	7p22.1	1000	9	0.009
B1	Type II all	6q14.1	8p23.1a_hg38	1000	8	0.008
B1	Type II all	6q14.1	8p23.1b	975	203	0.2082051282051282
B1	Type II all	6q14.1	8p23.1c	972	202	0.20781893004115226
B1	Type II all	6q14.1	8p23.1d	975	203	0.2082051282051282
B1	Type II all	6q14.1	8p23.1e	975	205	0.21025641025641026
B1	Type II all	6q14.1	Xq21.33	1000	8	0.008
B1	Type II all	7p22.1	8p23.1a_hg38	1000	7	0.007
B1	Type II all	7p22.1	8p23.1b	975	203	0.2082051282051282
B1	Type II all	7p22.1	8p23.1c	972	202	0.20781893004115226
B1	Type II all	7p22.1	8p23.1d	975	203	0.2082051282051282
B1	Type II all	7p22.1	8p23.1e	975	205	0.21025641025641026
B1	Type II all	7p22.1	Xq21.33	1000	11	0.011
B1	Type II all	8p23.1a_hg38	8p23.1b	975	203	0.2082051282051282
B1	Type II all	8p23.1a_hg38	8p23.1c	972	202	0.20781893004115226
B1	Type II all	8p23.1a_hg38	8p23.1d	975	203	0.2082051282051282
B1	Type II all	8p23.1a_hg38	8p23.1e	975	205	0.21025641025641026
B1	Type II all	8p23.1a_hg38	Xq21.33	1000	10	0.01
B1	Type II all	8p23.1b	8p23.1c	972	8	0.00823045267489712
B1	Type II all	8p23.1b	8p23.1d	975	0	0.0
B1	Type II all	8p23.1b	8p23.1e	975	2	0.0020512820512820513
B1	Type II all	8p23.1b	Xq21.33	975	199	0.2041025641025641
B1	Type II all	8p23.1c	8p23.1d	972	8	0.00823045267489712
B1	Type II all	8p23.1c	8p23.1e	972	10	0.0102880658436214
B1	Type II all	8p23.1c	Xq21.33	972	198	0.2037037037037037
B1	Type II all	8p23.1d	8p23.1e	975	2	0.0020512820512820513
B1	Type II all	8p23.1d	Xq21.33	975	199	0.2041025641025641
B1	Type II all	8p23.1e	Xq21.33	975	201	0.20615384615384616
B1	Type II LTR5Hs	10p14	10q24.2	987	56	0.05673758865248227
B1	Type II LTR5Hs	10p14	11q12.3	966	108	0.11180124223602485
B1	Type II LTR5Hs	10p14	11q22.1	987	50	0.05065856129685917
B1	Type II LTR5Hs	10p14	12q14.1	987	54	0.0547112462006079
B1	Type II LTR5Hs	10p14	19p12b	987	49	0.04964539007092199
B1	Type II LTR5Hs	10p14	19q12	987	53	0.05369807497467072
B1	Type II LTR5Hs	10p14	19q13.12b	971	118	0.121524201853759
B1	Type II LTR5Hs	10p14	3q21.2	987	58	0.05876393110435663
B1	Type II LTR5Hs	10p14	5p13.3	987	55	0.05572441742654509
B1	Type II LTR5Hs	10p14	6p22.1	976	118	0.12090163934426229
B1	Type II LTR5Hs	10p14	6q14.1	987	51	0.05167173252279635
B1	Type II LTR5Hs	10p14	7p22.1	987	52	0.05268490374873354
B1	Type II LTR5Hs	10p14	8p23.1a_hg38	987	49	0.04964539007092199
B1	Type II LTR5Hs	10p14	Xq21.33	987	47	0.047619047619047616
B1	Type II LTR5Hs	10q24.2	11q12.3	978	104	0.10633946830265849
B1	Type II LTR5Hs	10q24.2	11q22.1	1000	29	0.029
B1	Type II LTR5Hs	10q24.2	12q14.1	1000	33	0.033
B1	Type II LTR5Hs	10q24.2	19p12b	1000	29	0.029
B1	Type II LTR5Hs	10q24.2	19q12	1000	32	0.032
B1	Type II LTR5Hs	10q24.2	19q13.12b	983	117	0.1190233977619532
B1	Type II LTR5Hs	10q24.2	3q21.2	1000	35	0.035
B1	Type II LTR5Hs	10q24.2	5p13.3	1000	37	0.037
B1	Type II LTR5Hs	10q24.2	6p22.1	988	121	0.12246963562753037
B1	Type II LTR5Hs	10q24.2	6q14.1	1000	30	0.03
B1	Type II LTR5Hs	10q24.2	7p22.1	1000	27	0.027
B1	Type II LTR5Hs	10q24.2	8p23.1a_hg38	1000	28	0.028
B1	Type II LTR5Hs	10q24.2	Xq21.33	1000	28	0.028
B1	Type II LTR5Hs	11q12.3	11q22.1	978	103	0.10531697341513292
B1	Type II LTR5Hs	11q12.3	12q14.1	978	103	0.10531697341513292
B1	Type II LTR5Hs	11q12.3	19p12b	978	103	0.10531697341513292
B1	Type II LTR5Hs	11q12.3	19q12	978	108	0.11042944785276074
B1	Type II LTR5Hs	11q12.3	19q13.12b	973	73	0.0750256937307297
B1	Type II LTR5Hs	11q12.3	3q21.2	978	110	0.11247443762781185
B1	Type II LTR5Hs	11q12.3	5p13.3	978	109	0.1114519427402863
B1	Type II LTR5Hs	11q12.3	6p22.1	978	64	0.065439672801636
B1	Type II LTR5Hs	11q12.3	6q14.1	978	103	0.10531697341513292
B1	Type II LTR5Hs	11q12.3	7p22.1	978	102	0.10429447852760736
B1	Type II LTR5Hs	11q12.3	8p23.1a_hg38	978	102	0.10429447852760736
B1	Type II LTR5Hs	11q12.3	Xq21.33	978	103	0.10531697341513292
B1	Type II LTR5Hs	11q22.1	12q14.1	1000	17	0.017
B1	Type II LTR5Hs	11q22.1	19p12b	1000	23	0.023
B1	Type II LTR5Hs	11q22.1	19q12	1000	20	0.02
B1	Type II LTR5Hs	11q22.1	19q13.12b	983	110	0.11190233977619532
B1	Type II LTR5Hs	11q22.1	3q21.2	1000	22	0.022
B1	Type II LTR5Hs	11q22.1	5p13.3	1000	21	0.021
B1	Type II LTR5Hs	11q22.1	6p22.1	988	118	0.1194331983805668
B1	Type II LTR5Hs	11q22.1	6q14.1	1000	16	0.016
B1	Type II LTR5Hs	11q22.1	7p22.1	1000	15	0.015
B1	Type II LTR5Hs	11q22.1	8p23.1a_hg38	1000	12	0.012
B1	Type II LTR5Hs	11q22.1	Xq21.33	1000	16	0.016
B1	Type II LTR5Hs	12q14.1	19p12b	1000	24	0.024
B1	Type II LTR5Hs	12q14.1	19q12	1000	19	0.019
B1	Type II LTR5Hs	12q14.1	19q13.12b	983	110	0.11190233977619532
B1	Type II LTR5Hs	12q14.1	3q21.2	1000	29	0.029
B1	Type II LTR5Hs	12q14.1	5p13.3	1000	30	0.03
B1	Type II LTR5Hs	12q14.1	6p22.1	988	120	0.1214574898785425
B1	Type II LTR5Hs	12q14.1	6q14.1	1000	19	0.019
B1	Type II LTR5Hs	12q14.1	7p22.1	1000	16	0.016
B1	Type II LTR5Hs	12q14.1	8p23.1a_hg38	1000	15	0.015
B1	Type II LTR5Hs	12q14.1	Xq21.33	1000	19	0.019
B1	Type II LTR5Hs	19p12b	19q12	1000	21	0.021
B1	Type II LTR5Hs	19p12b	19q13.12b	983	109	0.11088504577822991
B1	Type II LTR5Hs	19p12b	3q21.2	1000	31	0.031
B1	Type II LTR5Hs	19p12b	5p13.3	1000	30	0.03
B1	Type II LTR5Hs	19p12b	6p22.1	988	117	0.11842105263157894
B1	Type II LTR5Hs	19p12b	6q14.1	1000	15	0.015
B1	Type II LTR5Hs	19p12b	7p22.1	1000	18	0.018
B1	Type II LTR5Hs	19p12b	8p23.1a_hg38	1000	17	0.017
B1	Type II LTR5Hs	19p12b	Xq21.33	1000	13	0.013
B1	Type II LTR5Hs	19q12	19q13.12b	983	111	0.11291963377416073
B1	Type II LTR5Hs	19q12	3q21.2	1000	26	0.026
B1	Type II LTR5Hs	19q12	5p13.3	1000	29	0.029
B1	Type II LTR5Hs	19q12	6p22.1	988	120	0.1214574898785425
B1	Type II LTR5Hs	19q12	6q14.1	1000	18	0.018
B1	Type II LTR5Hs	19q12	7p22.1	1000	15	0.015
B1	Type II LTR5Hs	19q12	8p23.1a_hg38	1000	14	0.014
B1	Type II LTR5Hs	19q12	Xq21.33	1000	16	0.016
B1	Type II LTR5Hs	19q13.12b	3q21.2	983	117	0.1190233977619532
B1	Type II LTR5Hs	19q13.12b	5p13.3	983	120	0.12207527975584945
B1	Type II LTR5Hs	19q13.12b	6p22.1	983	70	0.07121057985757884
B1	Type II LTR5Hs	19q13.12b	6q14.1	983	108	0.10986775178026449
B1	Type II LTR5Hs	19q13.12b	7p22.1	983	109	0.11088504577822991
B1	Type II LTR5Hs	19q13.12b	8p23.1a_hg38	983	107	0.10885045778229908
B1	Type II LTR5Hs	19q13.12b	Xq21.33	983	108	0.10986775178026449
B1	Type II LTR5Hs	3q21.2	5p13.3	1000	31	0.031
B1	Type II LTR5Hs	3q21.2	6p22.1	988	121	0.12246963562753037
B1	Type II LTR5Hs	3q21.2	6q14.1	1000	26	0.026
B1	Type II LTR5Hs	3q21.2	7p22.1	1000	25	0.025
B1	Type II LTR5Hs	3q21.2	8p23.1a_hg38	1000	24	0.024
B1	Type II LTR5Hs	3q21.2	Xq21.33	1000	26	0.026
B1	Type II LTR5Hs	5p13.3	6p22.1	988	126	0.12753036437246965
B1	Type II LTR5Hs	5p13.3	6q14.1	1000	23	0.023
B1	Type II LTR5Hs	5p13.3	7p22.1	1000	22	0.022
B1	Type II LTR5Hs	5p13.3	8p23.1a_hg38	1000	22	0.022
B1	Type II LTR5Hs	5p13.3	Xq21.33	1000	23	0.023
B1	Type II LTR5Hs	6p22.1	6q14.1	988	116	0.11740890688259109
B1	Type II LTR5Hs	6p22.1	7p22.1	988	115	0.11639676113360324
B1	Type II LTR5Hs	6p22.1	8p23.1a_hg38	988	115	0.11639676113360324
B1	Type II LTR5Hs	6p22.1	Xq21.33	988	116	0.11740890688259109
B1	Type II LTR5Hs	6q14.1	7p22.1	1000	9	0.009
B1	Type II LTR5Hs	6q14.1	8p23.1a_hg38	1000	8	0.008
B1	Type II LTR5Hs	6q14.1	Xq21.33	1000	8	0.008
B1	Type II LTR5Hs	7p22.1	8p23.1a_hg38	1000	7	0.007
B1	Type II LTR5Hs	7p22.1	Xq21.33	1000	11	0.011
B1	Type II LTR5Hs	8p23.1a_hg38	Xq21.33	1000	10	0.01
B1	Type II other	11p15.4	19p12a	960	179	0.18645833333333334
B1	Type II other	11p15.4	1p36.21b	964	138	0.14315352697095435
B1	Type II other	11p15.4	1p36.21c	964	139	0.1441908713692946
B1	Type II other	11p15.4	3p12.3	944	57	0.06038135593220339
B1	Type II other	11p15.4	4p16.1a	971	35	0.03604531410916581
B1	Type II other	11p15.4	4p16.1b	970	45	0.04639175257731959
B1	Type II other	11p15.4	4p16.3c	969	36	0.03715170278637771
B1	Type II other	11p15.4	5q33.2	966	88	0.09109730848861283
B1	Type II other	11p15.4	6p21.1	962	115	0.11954261954261955
B1	Type II other	11p15.4	8p23.1b	971	31	0.03192584963954686
B1	Type II other	11p15.4	8p23.1c	968	29	0.029958677685950414
B1	Type II other	11p15.4	8p23.1d	971	31	0.03192584963954686
B1	Type II other	11p15.4	8p23.1e	971	33	0.03398558187435633
B1	Type II other	19p12a	1p36.21b	969	150	0.15479876160990713
B1	Type II other	19p12a	1p36.21c	969	147	0.15170278637770898
B1	Type II other	19p12a	3p12.3	937	165	0.17609391675560299
B1	Type II other	19p12a	4p16.1a	964	181	0.18775933609958506
B1	Type II other	19p12a	4p16.1b	963	179	0.18587746625129803
B1	Type II other	19p12a	4p16.3c	962	177	0.183991683991684
B1	Type II other	19p12a	5q33.2	974	148	0.15195071868583163
B1	Type II other	19p12a	6p21.1	968	147	0.1518595041322314
B1	Type II other	19p12a	8p23.1b	964	177	0.18360995850622408
B1	Type II other	19p12a	8p23.1c	961	175	0.18210197710718
B1	Type II other	19p12a	8p23.1d	964	177	0.18360995850622408
B1	Type II other	19p12a	8p23.1e	964	179	0.18568464730290457
B1	Type II other	1p36.21b	1p36.21c	980	7	0.007142857142857143
B1	Type II other	1p36.21b	3p12.3	941	138	0.14665249734325186
B1	Type II other	1p36.21b	4p16.1a	968	141	0.14566115702479338
B1	Type II other	1p36.21b	4p16.1b	967	146	0.15098241985522234
B1	Type II other	1p36.21b	4p16.3c	966	138	0.14285714285714285
B1	Type II other	1p36.21b	5q33.2	975	113	0.1158974358974359
B1	Type II other	1p36.21b	6p21.1	971	84	0.08650875386199794
B1	Type II other	1p36.21b	8p23.1b	968	144	0.1487603305785124
B1	Type II other	1p36.21b	8p23.1c	965	143	0.14818652849740932
B1	Type II other	1p36.21b	8p23.1d	968	144	0.1487603305785124
B1	Type II other	1p36.21b	8p23.1e	968	146	0.15082644628099173
B1	Type II other	1p36.21c	3p12.3	941	139	0.14771519659936239
B1	Type II other	1p36.21c	4p16.1a	968	143	0.14772727272727273
B1	Type II other	1p36.21c	4p16.1b	967	148	0.15305067218200621
B1	Type II other	1p36.21c	4p16.3c	966	140	0.14492753623188406
B1	Type II other	1p36.21c	5q33.2	975	114	0.11692307692307692
B1	Type II other	1p36.21c	6p21.1	971	87	0.08959835221421215
B1	Type II other	1p36.21c	8p23.1b	968	145	0.14979338842975207
B1	Type II other	1p36.21c	8p23.1c	965	144	0.14922279792746113
B1	Type II other	1p36.21c	8p23.1d	968	145	0.14979338842975207
B1	Type II other	1p36.21c	8p23.1e	968	147	0.1518595041322314
B1	Type II other	3p12.3	4p16.1a	948	66	0.06962025316455696
B1	Type II other	3p12.3	4p16.1b	947	65	0.06863780359028511
B1	Type II other	3p12.3	4p16.3c	946	59	0.06236786469344609
B1	Type II other	3p12.3	5q33.2	943	90	0.09544008483563096
B1	Type II other	3p12.3	6p21.1	939	118	0.12566560170394037
B1	Type II other	3p12.3	8p23.1b	948	63	0.06645569620253164
B1	Type II other	3p12.3	8p23.1c	945	63	0.06666666666666667
B1	Type II other	3p12.3	8p23.1d	948	63	0.06645569620253164
B1	Type II other	3p12.3	8p23.1e	948	65	0.06856540084388185
B1	Type II other	4p16.1a	4p16.1b	974	44	0.045174537987679675
B1	Type II other	4p16.1a	4p16.3c	973	33	0.03391572456320658
B1	Type II other	4p16.1a	5q33.2	970	87	0.08969072164948454
B1	Type II other	4p16.1a	6p21.1	966	117	0.12111801242236025
B1	Type II other	4p16.1a	8p23.1b	975	36	0.036923076923076927
B1	Type II other	4p16.1a	8p23.1c	972	36	0.037037037037037035
B1	Type II other	4p16.1a	8p23.1d	975	36	0.036923076923076927
B1	Type II other	4p16.1a	8p23.1e	975	38	0.038974358974358976
B1	Type II other	4p16.1b	4p16.3c	973	29	0.029804727646454265
B1	Type II other	4p16.1b	5q33.2	969	92	0.09494324045407637
B1	Type II other	4p16.1b	6p21.1	965	119	0.12331606217616581
B1	Type II other	4p16.1b	8p23.1b	974	43	0.044147843942505136
B1	Type II other	4p16.1b	8p23.1c	971	43	0.044284243048403706
B1	Type II other	4p16.1b	8p23.1d	974	43	0.044147843942505136
B1	Type II other	4p16.1b	8p23.1e	974	45	0.04620123203285421
B1	Type II other	4p16.3c	5q33.2	968	91	0.09400826446280992
B1	Type II other	4p16.3c	6p21.1	964	115	0.11929460580912864
B1	Type II other	4p16.3c	8p23.1b	973	39	0.040082219938335044
B1	Type II other	4p16.3c	8p23.1c	970	39	0.04020618556701031
B1	Type II other	4p16.3c	8p23.1d	973	39	0.040082219938335044
B1	Type II other	4p16.3c	8p23.1e	973	41	0.0421377183967112
B1	Type II other	5q33.2	6p21.1	973	100	0.10277492291880781
B1	Type II other	5q33.2	8p23.1b	970	85	0.08762886597938144
B1	Type II other	5q33.2	8p23.1c	967	83	0.08583247156153051
B1	Type II other	5q33.2	8p23.1d	970	85	0.08762886597938144
B1	Type II other	5q33.2	8p23.1e	970	87	0.08969072164948454
B1	Type II other	6p21.1	8p23.1b	966	113	0.11697722567287784
B1	Type II other	6p21.1	8p23.1c	963	112	0.11630321910695743
B1	Type II other	6p21.1	8p23.1d	966	113	0.11697722567287784
B1	Type II other	6p21.1	8p23.1e	966	115	0.11904761904761904
B1	Type II other	8p23.1b	8p23.1c	972	8	0.00823045267489712
B1	Type II other	8p23.1b	8p23.1d	975	0	0.0
B1	Type II other	8p23.1b	8p23.1e	975	2	0.0020512820512820513
B1	Type II other	8p23.1c	8p23.1d	972	8	0.00823045267489712
B1	Type II other	8p23.1c	8p23.1e	972	10	0.0102880658436214
B1	Type II other	8p23.1d	8p23.1e	975	2	0.0020512820512820513
B2	Type I	10p12.1	11q23.3	995	29	0.02914572864321608
B2	Type I	10p12.1	12q13.2	1000	17	0.017
B2	Type I	10p12.1	19p12c	990	9	0.00909090909090909
B2	Type I	10p12.1	1p31.1a	1000	40	0.04
B2	Type I	10p12.1	1q22	999	7	0.007007007007007007
B2	Type I	10p12.1	1q23.3	1000	36	0.036
B2	Type I	10p12.1	21q21.1	1000	44	0.044
B2	Type I	10p12.1	22q11.21	1000	6	0.006
B2	Type I	10p12.1	3q12.3	997	187	0.18756268806419257
B2	Type I	10p12.1	3q13.2	1000	8	0.008
B2	Type I	10p12.1	3q27.2	1000	11	0.011
B2	Type I	10p12.1	5p12	996	76	0.07630522088353414
B2	Type I	10p12.1	5q33.3	1000	6	0.006
B2	Type I	10p12.1	8q11.23_new	1000	6	0.006
B2	Type I	11q23.3	12q13.2	995	31	0.031155778894472363
B2	Type I	11q23.3	19p12c	985	27	0.027411167512690356
B2	Type I	11q23.3	1p31.1a	995	45	0.04522613065326633
B2	Type I	11q23.3	1q22	994	27	0.02716297786720322
B2	Type I	11q23.3	1q23.3	995	37	0.0371859296482412
B2	Type I	11q23.3	21q21.1	995	52	0.05226130653266332
B2	Type I	11q23.3	22q11.21	995	27	0.027135678391959798
B2	Type I	11q23.3	3q12.3	992	196	0.1975806451612903
B2	Type I	11q23.3	3q13.2	995	29	0.02914572864321608
B2	Type I	11q23.3	3q27.2	995	28	0.02814070351758794
B2	Type I	11q23.3	5p12	991	87	0.08779011099899092
B2	Type I	11q23.3	5q33.3	995	29	0.02914572864321608
B2	Type I	11q23.3	8q11.23_new	995	29	0.02914572864321608
B2	Type I	12q13.2	19p12c	990	13	0.013131313131313131
B2	Type I	12q13.2	1p31.1a	1000	43	0.043
B2	Type I	12q13.2	1q22	999	10	0.01001001001001001
B2	Type I	12q13.2	1q23.3	1000	41	0.041
B2	Type I	12q13.2	21q21.1	1000	45	0.045
B2	Type I	12q13.2	22q11.21	1000	15	0.015
B2	Type I	12q13.2	3q12.3	997	189	0.18956870611835505
B2	Type I	12q13.2	3q13.2	1000	13	0.013
B2	Type I	12q13.2	3q27.2	1000	14	0.014
B2	Type I	12q13.2	5p12	996	80	0.08032128514056225
B2	Type I	12q13.2	5q33.3	1000	15	0.015
B2	Type I	12q13.2	8q11.23_new	1000	13	0.013
B2	Type I	19p12c	1p31.1a	990	34	0.03434343434343434
B2	Type I	19p12c	1q22	989	4	0.004044489383215369
B2	Type I	19p12c	1q23.3	990	29	0.029292929292929294
B2	Type I	19p12c	21q21.1	990	37	0.03737373737373737
B2	Type I	19p12c	22q11.21	990	7	0.007070707070707071
B2	Type I	19p12c	3q12.3	987	184	0.18642350557244175
B2	Type I	19p12c	3q13.2	990	5	0.005050505050505051
B2	Type I	19p12c	3q27.2	990	4	0.00404040404040404
B2	Type I	19p12c	5p12	986	72	0.07302231237322515
B2	Type I	19p12c	5q33.3	990	7	0.007070707070707071
B2	Type I	19p12c	8q11.23_new	990	5	0.005050505050505051
B2	Type I	1p31.1a	1q22	999	35	0.035035035035035036
B2	Type I	1p31.1a	1q23.3	1000	40	0.04
B2	Type I	1p31.1a	21q21.1	1000	64	0.064
B2	Type I	1p31.1a	22q11.21	1000	38	0.038
B2	Type I	1p31.1a	3q12.3	997	202	0.20260782347041123
B2	Type I	1p31.1a	3q13.2	1000	38	0.038
B2	Type I	1p31.1a	3q27.2	1000	35	0.035
B2	Type I	1p31.1a	5p12	996	83	0.08333333333333333
B2	Type I	1p31.1a	5q33.3	1000	37	0.037
B2	Type I	1p31.1a	8q11.23_new	1000	38	0.038
B2	Type I	1q22	1q23.3	999	31	0.031031031031031032
B2	Type I	1q22	21q21.1	999	39	0.03903903903903904
B2	Type I	1q22	22q11.21	999	5	0.005005005005005005
B2	Type I	1q22	3q12.3	996	183	0.18373493975903615
B2	Type I	1q22	3q13.2	999	3	0.003003003003003003
B2	Type I	1q22	3q27.2	999	6	0.006006006006006006
B2	Type I	1q22	5p12	995	73	0.07336683417085427
B2	Type I	1q22	5q33.3	999	5	0.005005005005005005
B2	Type I	1q22	8q11.23_new	999	3	0.003003003003003003
B2	Type I	1q23.3	21q21.1	1000	53	0.053
B2	Type I	1q23.3	22q11.21	1000	30	0.03
B2	Type I	1q23.3	3q12.3	997	190	0.1905717151454363
B2	Type I	1q23.3	3q13.2	1000	32	0.032
B2	Type I	1q23.3	3q27.2	1000	29	0.029
B2	Type I	1q23.3	5p12	996	78	0.0783132530120482
B2	Type I	1q23.3	5q33.3	1000	32	0.032
B2	Type I	1q23.3	8q11.23_new	1000	32	0.032
B2	Type I	21q21.1	22q11.21	1000	38	0.038
B2	Type I	21q21.1	3q12.3	997	199	0.1995987963891675
B2	Type I	21q21.1	3q13.2	1000	40	0.04
B2	Type I	21q21.1	3q27.2	1000	35	0.035
B2	Type I	21q21.1	5p12	996	100	0.10040160642570281
B2	Type I	21q21.1	5q33.3	1000	40	0.04
B2	Type I	21q21.1	8q11.23_new	1000	40	0.04
B2	Type I	22q11.21	3q12.3	997	184	0.18455366098294884
B2	Type I	22q11.21	3q13.2	1000	6	0.006
B2	Type I	22q11.21	3q27.2	1000	9	0.009
B2	Type I	22q11.21	5p12	996	74	0.07429718875502007
B2	Type I	22q11.21	5q33.3	1000	4	0.004
B2	Type I	22q11.21	8q11.23_new	1000	4	0.004
B2	Type I	3q12.3	3q13.2	997	183	0.18355065195586762
B2	Type I	3q12.3	3q27.2	997	185	0.1855566700100301
B2	Type I	3q12.3	5p12	995	203	0.20402010050251257
B2	Type I	3q12.3	5q33.3	997	187	0.18756268806419257
B2	Type I	3q12.3	8q11.23_new	997	185	0.1855566700100301
B2	Type I	3q13.2	3q27.2	1000	7	0.007
B2	Type I	3q13.2	5p12	996	74	0.07429718875502007
B2	Type I	3q13.2	5q33.3	1000	6	0.006
B2	Type I	3q13.2	8q11.23_new	1000	4	0.004
B2	Type I	3q27.2	5p12	996	70	0.07028112449799197
B2	Type I	3q27.2	5q33.3	1000	7	0.007
B2	Type I	3q27.2	8q11.23_new	1000	7	0.007
B2	Type I	5p12	5q33.3	996	74	0.07429718875502007
B2	Type I	5p12	8q11.23_new	996	74	0.07429718875502007
B2	Type I	5q33.3	8q11.23_new	1000	4	0.004
B2	Type II all	10p14	10q24.2	1000	35	0.035
B2	Type II all	10p14	11p15.4	978	180	0.18404907975460122
B2	Type II all	10p14	11q12.3	999	85	0.08508508508508508
B2	Type II all	10p14	11q22.1	1000	40	0.04
B2	Type II all	10p14	12p11.21	903	96	0.10631229235880399
B2	Type II all	10p14	12q14.1	1000	43	0.043
B2	Type II all	10p14	19p12a	989	89	0.08998988877654196
B2	Type II all	10p14	19p12b	1000	41	0.041
B2	Type II all	10p14	19q12	1000	44	0.044
B2	Type II all	10p14	19q13.12b	1000	84	0.084
B2	Type II all	10p14	1p36.21b	977	202	0.2067553735926305
B2	Type II all	10p14	1p36.21c	978	197	0.20143149284253578
B2	Type II all	10p14	3p12.3	978	192	0.19631901840490798
B2	Type II all	10p14	3q21.2	1000	40	0.04
B2	Type II all	10p14	4p16.1a	976	190	0.19467213114754098
B2	Type II all	10p14	4p16.1b	986	201	0.20385395537525355
B2	Type II all	10p14	4p16.3c	978	191	0.19529652351738241
B2	Type II all	10p14	5p13.3	1000	44	0.044
B2	Type II all	10p14	5q33.2	978	182	0.18609406952965235
B2	Type II all	10p14	6p21.1	995	198	0.19899497487437187
B2	Type II all	10p14	6p22.1	972	92	0.09465020576131687
B2	Type II all	10p14	6q14.1	1000	41	0.041
B2	Type II all	10p14	7p22.1	1000	39	0.039
B2	Type II all	10p14	8p23.1a_hg38	1000	39	0.039
