ID_Full	Locus	orig_Locus	ID	Haplotype	Source_Identifier	physical_locus_assignment	Structure	query	path	header	source_sha256
NA19391_hap1_hprc_r2_v1.0.1_HML-2_Xq28a	HML-2_Xq28a	HML-2_Xq28a	NA19391	h1	NA19391#1#CM087800.1:152730918-152738577	Xq28a	Fragment	q6107	historical_source/Documents/HML2_project_data/processed_loci/HML-2_Xq28a/NA19391_hap1_hprc_r2_v1.0.1_HML-2_Xq28a.fa	NA19391_hap1_hprc_r2_v1.0.1_HML-2_Xq28a assembly_coords:NA19391#1#CM087800.1:152731418-152738077 genomic_strand:+	fc8866a5a8dfa7e8b98213bbeccc5a2501d3a486712572eb7d8b1d27e5a50483
NA19391_hap2_hprc_r2_v1.0.1_HML-2_Xq28a	HML-2_Xq28a	HML-2_Xq28a	NA19391	h2	NA19391#2#CM087815.1:153021273-153028932	Xq28a	Fragment	q6108	historical_source/Documents/HML2_project_data/processed_loci/HML-2_Xq28a/NA19391_hap2_hprc_r2_v1.0.1_HML-2_Xq28a.fa	NA19391_hap2_hprc_r2_v1.0.1_HML-2_Xq28a assembly_coords:NA19391#2#CM087815.1:153021773-153028432 genomic_strand:+	6e298dc7bd2cc27939d3634a31b66c3e140b1911da87361d3ebfabe50b4d0794
NA19434_h1_HML-2_Xq28a_graph_hgsvc3-2024-02-23-mc-chm13	HML-2_Xq28a	HML-2_Xq28a	NA19434	h1	NA19434#1#haplotype1-0000022#0:149373047-149412861	Xq28a	Fragment	q6109	historical_source/Documents/HML2_project_data/hgsvc3-2024-02-23-mc-chm13/HML-2_Xq28a/NA19434_h1_HML-2_Xq28a_graph_hgsvc3-2024-02-23-mc-chm13.fa	NA19434_h1_HML-2_Xq28a_graph_hgsvc3-2024-02-23-mc-chm13|NA19434#1#haplotype1-0000022#0:149373047-149412861 genomic_strand:-	6626a02b6be81b92e4e6eb8b2d74d0b167f72148277c6b531f4a1c7d69effd69
NA19434_h2_HML-2_Xq28a_graph_hgsvc3-2024-02-23-mc-chm13	HML-2_Xq28a	HML-2_Xq28a	NA19434	h2	NA19434#2#haplotype2-0000105#0:1296971-1336761	Xq28a	Fragment	q6110	historical_source/Documents/HML2_project_data/hgsvc3-2024-02-23-mc-chm13/HML-2_Xq28a/NA19434_h2_HML-2_Xq28a_graph_hgsvc3-2024-02-23-mc-chm13.fa	NA19434_h2_HML-2_Xq28a_graph_hgsvc3-2024-02-23-mc-chm13|NA19434#2#haplotype2-0000105#0:1296971-1336761 genomic_strand:-	15f6c3d9ffd7cd4462e9ecc0febe417fc2c8beaa066478f4d73e00daed581589
NA19443_hap2_hprc_r2_v1.0.1_HML-2_Xq28a	HML-2_Xq28a	HML-2_Xq28a	NA19443	h2	NA19443#2#JBHIIR010000044.1:104276499-104284160	Xq28a	Fragment	q6111	historical_source/Documents/HML2_project_data/processed_loci/HML-2_Xq28a/NA19443_hap2_hprc_r2_v1.0.1_HML-2_Xq28a.fa	NA19443_hap2_hprc_r2_v1.0.1_HML-2_Xq28a assembly_coords:NA19443#2#JBHIIR010000044.1:104276999-104283660 genomic_strand:+	485f8e26e8cb0764dd615b9ee3c520feb26c2ef63f9b74655a99f9c3b494d780
NA19468_hap1_hprc_r2_v1.0.1_HML-2_Xq28a	HML-2_Xq28a	HML-2_Xq28a	NA19468	h1	NA19468#1#JBHDXX010000001.1:100295662-100303321	Xq28a	Fragment	q6112	historical_source/Documents/HML2_project_data/processed_loci/HML-2_Xq28a/NA19468_hap1_hprc_r2_v1.0.1_HML-2_Xq28a.fa	NA19468_hap1_hprc_r2_v1.0.1_HML-2_Xq28a assembly_coords:NA19468#1#JBHDXX010000001.1:100296162-100302821 genomic_strand:+	7652d92cebdbb7cfdabc0ea9e2ae4231de4cbef66af219f3d2fb89557020a8a1
NA19650_h2_HML-2_Xq28a_graph_hgsvc3-2024-02-23-mc-chm13	HML-2_Xq28a	HML-2_Xq28a	NA19650	h2	NA19650#2#haplotype2-0000073#0:153020210-153060023	Xq28a	Fragment	q6113	historical_source/Documents/HML2_project_data/hgsvc3-2024-02-23-mc-chm13/HML-2_Xq28a/NA19650_h2_HML-2_Xq28a_graph_hgsvc3-2024-02-23-mc-chm13.fa	NA19650_h2_HML-2_Xq28a_graph_hgsvc3-2024-02-23-mc-chm13|NA19650#2#haplotype2-0000073#0:153020210-153060023 genomic_strand:-	6578ebbb08b23e1af0a75d9ddf88a5a6f1654abbe5ffef8b096b260259ae4dfa
NA19700_hap2_hprc_r2_v1.0.1_HML-2_Xq28a	HML-2_Xq28a	HML-2_Xq28a	NA19700	h2	NA19700#2#CM089646.1:151768022-151775683	Xq28a	Fragment	q6114	historical_source/Documents/HML2_project_data/processed_loci/HML-2_Xq28a/NA19700_hap2_hprc_r2_v1.0.1_HML-2_Xq28a.fa	NA19700_hap2_hprc_r2_v1.0.1_HML-2_Xq28a assembly_coords:NA19700#2#CM089646.1:151768522-151775183 genomic_strand:+	d83ee1f27b1473a47a1dc0799e9d08c82780e7720b3c463552f1b3a6449995a0
NA19705_h2_HML-2_Xq28a_graph_hgsvc3-2024-02-23-mc-chm13	HML-2_Xq28a	HML-2_Xq28a	NA19705	h2	NA19705#2#haplotype2-0000091#0:152664100-152703917	Xq28a	Fragment	q6115	historical_source/Documents/HML2_project_data/hgsvc3-2024-02-23-mc-chm13/HML-2_Xq28a/NA19705_h2_HML-2_Xq28a_graph_hgsvc3-2024-02-23-mc-chm13.fa	NA19705_h2_HML-2_Xq28a_graph_hgsvc3-2024-02-23-mc-chm13|NA19705#2#haplotype2-0000091#0:152664100-152703917 genomic_strand:-	027a6f5fca06c2e4270b529399bc0f75f032c23dcc545c6ec8c044dcf78eed33
NA19776_hap2_hprc_r2_v1.0.1_HML-2_Xq28a	HML-2_Xq28a	HML-2_Xq28a	NA19776	h2	NA19776#2#JBIRDC010000008.1:81555863-81563525	Xq28a	Fragment	q6116	historical_source/Documents/HML2_project_data/processed_loci/HML-2_Xq28a/NA19776_hap2_hprc_r2_v1.0.1_HML-2_Xq28a.fa	NA19776_hap2_hprc_r2_v1.0.1_HML-2_Xq28a assembly_coords:NA19776#2#JBIRDC010000008.1:81556363-81563025 genomic_strand:+	1b4014d511d49a88863d5bab332ecf4188690a3acf947f934713128eec73a76e
NA19835_hap1_hprc_r2_v1.0.1_HML-2_Xq28a	HML-2_Xq28a	HML-2_Xq28a	NA19835	h1	NA19835#1#JBIRCZ010000014.1:7718004-7725663	Xq28a	Fragment	q6117	historical_source/Documents/HML2_project_data/processed_loci/HML-2_Xq28a/NA19835_hap1_hprc_r2_v1.0.1_HML-2_Xq28a.fa	NA19835_hap1_hprc_r2_v1.0.1_HML-2_Xq28a assembly_coords:NA19835#1#JBIRCZ010000014.1:7718504-7725163 genomic_strand:+	052d95b7e580e42d22470cd6e28ad897dabac5b1118685d98e694f6987018335
NA19835_hap2_hprc_r2_v1.0.1_HML-2_Xq28a	HML-2_Xq28a	HML-2_Xq28a	NA19835	h2	NA19835#2#JBIRDA010000044.1:7835000-7842660	Xq28a	Fragment	q6118	historical_source/Documents/HML2_project_data/processed_loci/HML-2_Xq28a/NA19835_hap2_hprc_r2_v1.0.1_HML-2_Xq28a.fa	NA19835_hap2_hprc_r2_v1.0.1_HML-2_Xq28a assembly_coords:NA19835#2#JBIRDA010000044.1:7835500-7842160 genomic_strand:+	bde64ce3f8f2b606ac3c902a347422bd9728200e25aee75e1f715af64700fa02
NA19836_h1_HML-2_Xq28a_graph_hgsvc3-2024-02-23-mc-chm13	HML-2_Xq28a	HML-2_Xq28a	NA19836	h1	NA19836#1#haplotype1-0000017#0:23213399-23253234	Xq28a	Fragment	q6119	historical_source/Documents/HML2_project_data/hgsvc3-2024-02-23-mc-chm13/HML-2_Xq28a/NA19836_h1_HML-2_Xq28a_graph_hgsvc3-2024-02-23-mc-chm13.fa	NA19836_h1_HML-2_Xq28a_graph_hgsvc3-2024-02-23-mc-chm13|NA19836#1#haplotype1-0000017#0:23213399-23253234 genomic_strand:+	7f8014e88e40a78d5359ed408422f8b04e772f29d785eb8a2bad6c48b952fb4e
NA19836_h2_HML-2_Xq28a_graph_hgsvc3-2024-02-23-mc-chm13	HML-2_Xq28a	HML-2_Xq28a	NA19836	h2	NA19836#2#haplotype2-0000126#0:27815156-27854959	Xq28a	Fragment	q6120	historical_source/Documents/HML2_project_data/hgsvc3-2024-02-23-mc-chm13/HML-2_Xq28a/NA19836_h2_HML-2_Xq28a_graph_hgsvc3-2024-02-23-mc-chm13.fa	NA19836_h2_HML-2_Xq28a_graph_hgsvc3-2024-02-23-mc-chm13|NA19836#2#haplotype2-0000126#0:27815156-27854959 genomic_strand:+	7c4329c9d39798d99016e858ba8f95f02456ab01df1d4c1e1c4f8ec22bdbde94
NA19909_hap1_hprc_r2_v1.0.1_HML-2_Xq28a	HML-2_Xq28a	HML-2_Xq28a	NA19909	h1	NA19909#1#CM094131.1:153239122-153246781	Xq28a	Fragment	q6121	historical_source/Documents/HML2_project_data/processed_loci/HML-2_Xq28a/NA19909_hap1_hprc_r2_v1.0.1_HML-2_Xq28a.fa	NA19909_hap1_hprc_r2_v1.0.1_HML-2_Xq28a assembly_coords:NA19909#1#CM094131.1:153239622-153246281 genomic_strand:+	85e3be54dc442bdf1f47692ec325e88dcec375dc9b984785cbdc46e855772183
NA19983_h1_HML-2_Xq28a_graph_hgsvc3-2024-02-23-mc-chm13	HML-2_Xq28a	HML-2_Xq28a	NA19983	h1	NA19983#1#haplotype1-0000024#0:1414704-1454523	Xq28a	Fragment	q6122	historical_source/Documents/HML2_project_data/hgsvc3-2024-02-23-mc-chm13/HML-2_Xq28a/NA19983_h1_HML-2_Xq28a_graph_hgsvc3-2024-02-23-mc-chm13.fa	NA19983_h1_HML-2_Xq28a_graph_hgsvc3-2024-02-23-mc-chm13|NA19983#1#haplotype1-0000024#0:1414704-1454523 genomic_strand:-	559e5f68d852ac6bc314152897a8fe2933ec2ed43a8cd383a5c414f933b18b15
NA19983_h2_HML-2_Xq28a_graph_hgsvc3-2024-02-23-mc-chm13	HML-2_Xq28a	HML-2_Xq28a	NA19983	h2	NA19983#2#haplotype2-0000087#0:152926272-152966077	Xq28a	Fragment	q6123	historical_source/Documents/HML2_project_data/hgsvc3-2024-02-23-mc-chm13/HML-2_Xq28a/NA19983_h2_HML-2_Xq28a_graph_hgsvc3-2024-02-23-mc-chm13.fa	NA19983_h2_HML-2_Xq28a_graph_hgsvc3-2024-02-23-mc-chm13|NA19983#2#haplotype2-0000087#0:152926272-152966077 genomic_strand:-	9b10cb424026ac04ca15b764ec4d18ed7943e5f4bb78481bde6313aacaf86643
NA20129_mat_hprc_r2_v1.0.1_HML-2_Xq28a	HML-2_Xq28a	HML-2_Xq28a	NA20129	mat	NA20129#2#JAHEPD020000013.1:81643362-81651021	Xq28a	Fragment	q6124	historical_source/Documents/HML2_project_data/processed_loci/HML-2_Xq28a/NA20129_mat_hprc_r2_v1.0.1_HML-2_Xq28a.fa	NA20129_mat_hprc_r2_v1.0.1_HML-2_Xq28a assembly_coords:NA20129#2#JAHEPD020000013.1:81643862-81650521 genomic_strand:+	482f67e086274b6dc8322f6b3be041fc1bb1b22eafa20e8df5caff754c12a4ca
NA20129_pat_hprc_r2_v1.0.1_HML-2_Xq28a	HML-2_Xq28a	HML-2_Xq28a	NA20129	pat	NA20129#1#JAHEPE020000056.1:81818411-81826070	Xq28a	Fragment	q6125	historical_source/Documents/HML2_project_data/processed_loci/HML-2_Xq28a/NA20129_pat_hprc_r2_v1.0.1_HML-2_Xq28a.fa	NA20129_pat_hprc_r2_v1.0.1_HML-2_Xq28a assembly_coords:NA20129#1#JAHEPE020000056.1:81818911-81825570 genomic_strand:+	7c1aedd1daf0d72047afd155b8aea81ae68e22a00c5c17bde8cd8fe29bdae015
NA20282_hap1_hprc_r2_v1.0.1_HML-2_Xq28a	HML-2_Xq28a	HML-2_Xq28a	NA20282	h1	NA20282#1#CM094279.1:153253761-153261420	Xq28a	Fragment	q6126	historical_source/Documents/HML2_project_data/processed_loci/HML-2_Xq28a/NA20282_hap1_hprc_r2_v1.0.1_HML-2_Xq28a.fa	NA20282_hap1_hprc_r2_v1.0.1_HML-2_Xq28a assembly_coords:NA20282#1#CM094279.1:153254261-153260920 genomic_strand:+	d8cdd6fd64357fca136c75886d85767950870d27d08b99da2add841ca3481921
NA20355_h1_HML-2_Xq28a_graph_hgsvc3-2024-02-23-mc-chm13	HML-2_Xq28a	HML-2_Xq28a	NA20355	h1	NA20355#1#haplotype1-0000011#0:45655098-45694931	Xq28a	Fragment	q6127	historical_source/Documents/HML2_project_data/hgsvc3-2024-02-23-mc-chm13/HML-2_Xq28a/NA20355_h1_HML-2_Xq28a_graph_hgsvc3-2024-02-23-mc-chm13.fa	NA20355_h1_HML-2_Xq28a_graph_hgsvc3-2024-02-23-mc-chm13|NA20355#1#haplotype1-0000011#0:45655098-45694931 genomic_strand:-	640269ea4cfc9347cb276683d3ebdbcab769f4a6854ef4e084bdf6583b0051bb
NA20355_h2_HML-2_Xq28a_graph_hgsvc3-2024-02-23-mc-chm13	HML-2_Xq28a	HML-2_Xq28a	NA20355	h2	NA20355#2#haplotype2-0000171#0:1422087-1461890	Xq28a	Fragment	q6128	historical_source/Documents/HML2_project_data/hgsvc3-2024-02-23-mc-chm13/HML-2_Xq28a/NA20355_h2_HML-2_Xq28a_graph_hgsvc3-2024-02-23-mc-chm13.fa	NA20355_h2_HML-2_Xq28a_graph_hgsvc3-2024-02-23-mc-chm13|NA20355#2#haplotype2-0000171#0:1422087-1461890 genomic_strand:+	bbceed59f70defcef7abe366b2079f6d7d2a858ecfabad488e6ed1749772e7f1
NA20503_hap1_hprc_r2_v1.0.1_HML-2_Xq28a	HML-2_Xq28a	HML-2_Xq28a	NA20503	h1	NA20503#1#JBKOQS010000008.1:153467219-153474881	Xq28a	Fragment	q6129	historical_source/Documents/HML2_project_data/processed_loci/HML-2_Xq28a/NA20503_hap1_hprc_r2_v1.0.1_HML-2_Xq28a.fa	NA20503_hap1_hprc_r2_v1.0.1_HML-2_Xq28a assembly_coords:NA20503#1#JBKOQS010000008.1:153467719-153474381 genomic_strand:+	f5cce67d252c41dc709d58b647e575aac48722c99acc5da51570e3f2ebdb0ede
NA20509_h2_HML-2_Xq28a_graph_hgsvc3-2024-02-23-mc-chm13	HML-2_Xq28a	HML-2_Xq28a	NA20509	h2	NA20509#2#haplotype2-0000087#0:1413941-1453747	Xq28a	Fragment	q6130	historical_source/Documents/HML2_project_data/hgsvc3-2024-02-23-mc-chm13/HML-2_Xq28a/NA20509_h2_HML-2_Xq28a_graph_hgsvc3-2024-02-23-mc-chm13.fa	NA20509_h2_HML-2_Xq28a_graph_hgsvc3-2024-02-23-mc-chm13|NA20509#2#haplotype2-0000087#0:1413941-1453747 genomic_strand:-	cab37ffa4aa93e53e0386667e74711685908ac8dfb0ca4f2cb5525db106a1e0d
NA20752_hap2_hprc_r2_v1.0.1_HML-2_Xq28a	HML-2_Xq28a	HML-2_Xq28a	NA20752	h2	NA20752#2#JBJUVR010000050.1:81587637-81595296	Xq28a	Fragment	q6131	historical_source/Documents/HML2_project_data/processed_loci/HML-2_Xq28a/NA20752_hap2_hprc_r2_v1.0.1_HML-2_Xq28a.fa	NA20752_hap2_hprc_r2_v1.0.1_HML-2_Xq28a assembly_coords:NA20752#2#JBJUVR010000050.1:81588137-81594796 genomic_strand:+	1abddc9707fdebd983569675d3f4aa014fb8c0e6993e60387fcfe5d5e7776bf3
NA20847_h1_HML-2_Xq28a_graph_hgsvc3-2024-02-23-mc-chm13	HML-2_Xq28a	HML-2_Xq28a	NA20847	h1	NA20847#1#haplotype1-0000043#0:1422364-1462176	Xq28a	Fragment	q6132	historical_source/Documents/HML2_project_data/hgsvc3-2024-02-23-mc-chm13/HML-2_Xq28a/NA20847_h1_HML-2_Xq28a_graph_hgsvc3-2024-02-23-mc-chm13.fa	NA20847_h1_HML-2_Xq28a_graph_hgsvc3-2024-02-23-mc-chm13|NA20847#1#haplotype1-0000043#0:1422364-1462176 genomic_strand:-	464a84c6ce1de2e53047108510258b1cd7495c4a8e54121328ef7d51e7272dd8
NA20847_h2_HML-2_Xq28a_graph_hgsvc3-2024-02-23-mc-chm13	HML-2_Xq28a	HML-2_Xq28a	NA20847	h2	NA20847#2#haplotype2-0000140#0:132547451-132587266	Xq28a	Fragment	q6133	historical_source/Documents/HML2_project_data/hgsvc3-2024-02-23-mc-chm13/HML-2_Xq28a/NA20847_h2_HML-2_Xq28a_graph_hgsvc3-2024-02-23-mc-chm13.fa	NA20847_h2_HML-2_Xq28a_graph_hgsvc3-2024-02-23-mc-chm13|NA20847#2#haplotype2-0000140#0:132547451-132587266 genomic_strand:-	ec89ef242b8b96b352d15e0fe11bfa7acdde3b560e628414fffe0f7d5e1098a2
NA20905_hap2_hprc_r2_v1.0.1_HML-2_Xq28a	HML-2_Xq28a	HML-2_Xq28a	NA20905	h2	NA20905#2#JBHDWZ010000011.1:101824755-101832414	Xq28a	Fragment	q6134	historical_source/Documents/HML2_project_data/processed_loci/HML-2_Xq28a/NA20905_hap2_hprc_r2_v1.0.1_HML-2_Xq28a.fa	NA20905_hap2_hprc_r2_v1.0.1_HML-2_Xq28a assembly_coords:NA20905#2#JBHDWZ010000011.1:101825255-101831914 genomic_strand:+	2ce2970cfda62bba3d696bd0340ff81b9dc535451bff9ad36c7b4baa1c792909
NA21102_hap1_hprc_r2_v1.0.1_HML-2_Xq28a	HML-2_Xq28a	HML-2_Xq28a	NA21102	h1	NA21102#1#CM094433.1:153872337-153879996	Xq28a	Fragment	q6135	historical_source/Documents/HML2_project_data/processed_loci/HML-2_Xq28a/NA21102_hap1_hprc_r2_v1.0.1_HML-2_Xq28a.fa	NA21102_hap1_hprc_r2_v1.0.1_HML-2_Xq28a assembly_coords:NA21102#1#CM094433.1:153872837-153879496 genomic_strand:+	7f50b5c1f6195edd0d501b85d404db4f13002aa0d43485da659d182c1d6c0858
NA21110_hap2_hprc_r2_v1.0.1_HML-2_Xq28a	HML-2_Xq28a	HML-2_Xq28a	NA21110	h2	NA21110#2#CM089694.1:153733353-153741015	Xq28a	Fragment	q6136	historical_source/Documents/HML2_project_data/processed_loci/HML-2_Xq28a/NA21110_hap2_hprc_r2_v1.0.1_HML-2_Xq28a.fa	NA21110_hap2_hprc_r2_v1.0.1_HML-2_Xq28a assembly_coords:NA21110#2#CM089694.1:153733853-153740515 genomic_strand:+	eca339fa12c13393367e05001861e7f86de4340dd48eaf1528e33d0c54376e85
NA21309_pat_hprc_r2_v1.0.1_HML-2_Xq28a	HML-2_Xq28a	HML-2_Xq28a	NA21309	pat	NA21309#1#JAHEPC020000016.1:92154659-92162320	Xq28a	Fragment	q6137	historical_source/Documents/HML2_project_data/processed_loci/HML-2_Xq28a/NA21309_pat_hprc_r2_v1.0.1_HML-2_Xq28a.fa	NA21309_pat_hprc_r2_v1.0.1_HML-2_Xq28a assembly_coords:NA21309#1#JAHEPC020000016.1:92155159-92161820 genomic_strand:+	c2e637386c2fb9e0cf8523e1743841a5f3cc85cfc7039f8cbf318f6b5593c8dc
NA21487_h1_HML-2_Xq28a_graph_hgsvc3-2024-02-23-mc-chm13	HML-2_Xq28a	HML-2_Xq28a	NA21487	h1	NA21487#1#haplotype1-0000008#0:37886202-37926015	Xq28a	Fragment	q6138	historical_source/Documents/HML2_project_data/hgsvc3-2024-02-23-mc-chm13/HML-2_Xq28a/NA21487_h1_HML-2_Xq28a_graph_hgsvc3-2024-02-23-mc-chm13.fa	NA21487_h1_HML-2_Xq28a_graph_hgsvc3-2024-02-23-mc-chm13|NA21487#1#haplotype1-0000008#0:37886202-37926015 genomic_strand:+	1afc241b781ca8faf20058d020b90f7f454666d1547ebebe17c8798644fff2d8
NA21487_h2_HML-2_Xq28a_graph_hgsvc3-2024-02-23-mc-chm13	HML-2_Xq28a	HML-2_Xq28a	NA21487	h2	NA21487#2#haplotype2-0000141#0:153285474-153325281	Xq28a	Fragment	q6139	historical_source/Documents/HML2_project_data/hgsvc3-2024-02-23-mc-chm13/HML-2_Xq28a/NA21487_h2_HML-2_Xq28a_graph_hgsvc3-2024-02-23-mc-chm13.fa	NA21487_h2_HML-2_Xq28a_graph_hgsvc3-2024-02-23-mc-chm13|NA21487#2#haplotype2-0000141#0:153285474-153325281 genomic_strand:+	5a78c07d1a68a32d8bf9a40655d7cba0e9a2bc19c670e3de53479915d33625a0
NA24385_h1_HML-2_Xq28a_graph_hgsvc3-2024-02-23-mc-chm13	HML-2_Xq28a	HML-2_Xq28a	NA24385	h1	NA24385#1#haplotype1-0000005#0:152890176-152929989	Xq28a	Fragment	q6140	historical_source/Documents/HML2_project_data/hgsvc3-2024-02-23-mc-chm13/HML-2_Xq28a/NA24385_h1_HML-2_Xq28a_graph_hgsvc3-2024-02-23-mc-chm13.fa	NA24385_h1_HML-2_Xq28a_graph_hgsvc3-2024-02-23-mc-chm13|NA24385#1#haplotype1-0000005#0:152890176-152929989 genomic_strand:+	e79a80e89034997d2318894a800d22000b14a5cda3f86981559b655a419f12d5
HG00097_hap1_hprc_r2_v1.0.1_HML-2_Xq28b	HML-2_Xq28b	HML-2_Xq28b	HG00097	h1	HG00097#1#CM094074.1:154180309-154183792	Xq28b	Fragment	q6141	historical_source/Documents/HML2_project_data/processed_loci/HML-2_Xq28b/HG00097_hap1_hprc_r2_v1.0.1_HML-2_Xq28b.fa	HG00097_hap1_hprc_r2_v1.0.1_HML-2_Xq28b assembly_coords:HG00097#1#CM094074.1:154200784-154207446 genomic_strand:-	0f5313a68632ee39bb383067a0c58dd952b873a9467d485c694db751fb0489af
HG00097_hap2_hprc_r2_v1.0.1_HML-2_Xq28b	HML-2_Xq28b	HML-2_Xq28b	HG00097	h2	HG00097#2#CM094089.1:153615325-153618806	Xq28b	Fragment	q6142	historical_source/Documents/HML2_project_data/processed_loci/HML-2_Xq28b/HG00097_hap2_hprc_r2_v1.0.1_HML-2_Xq28b.fa	HG00097_hap2_hprc_r2_v1.0.1_HML-2_Xq28b assembly_coords:HG00097#2#CM094089.1:153635799-153642461 genomic_strand:-	e134783e917cf46d86d283edcbc738d7fb402da48c5246ad6e70031a108fb9bc
HG00099_hap1_hprc_r2_v1.0.1_HML-2_Xq28b	HML-2_Xq28b	HML-2_Xq28b	HG00099	h1	HG00099#1#JBHDWO010000064.1:102765418-102768900	Xq28b	Fragment	q6143	historical_source/Documents/HML2_project_data/processed_loci/HML-2_Xq28b/HG00099_hap1_hprc_r2_v1.0.1_HML-2_Xq28b.fa	HG00099_hap1_hprc_r2_v1.0.1_HML-2_Xq28b assembly_coords:HG00099#1#JBHDWO010000064.1:102785892-102792554 genomic_strand:-	5a5cc1259c2273337306905b682ba338cfdaabb14e396dcb36f0889c8549cbd9
HG00126_hap2_hprc_r2_v1.0.1_HML-2_Xq28b	HML-2_Xq28b	HML-2_Xq28b	HG00126	h2	HG00126#2#JBHIKV010000010.1:33557167-33560649	Xq28b	Fragment	q6145	historical_source/Documents/HML2_project_data/processed_loci/HML-2_Xq28b/HG00126_hap2_hprc_r2_v1.0.1_HML-2_Xq28b.fa	HG00126_hap2_hprc_r2_v1.0.1_HML-2_Xq28b assembly_coords:HG00126#2#JBHIKV010000010.1:33577640-33584302 genomic_strand:-	6c811c67ba7e9a77520a003534828d9f343702412dba00b9df95b0757b86e25d
HG00128_hap1_hprc_r2_v1.0.1_HML-2_Xq28b	HML-2_Xq28b	HML-2_Xq28b	HG00128	h1	HG00128#1#JBHIKS010000055.1:151832012-151835491	Xq28b	Fragment	q6146	historical_source/Documents/HML2_project_data/processed_loci/HML-2_Xq28b/HG00128_hap1_hprc_r2_v1.0.1_HML-2_Xq28b.fa	HG00128_hap1_hprc_r2_v1.0.1_HML-2_Xq28b assembly_coords:HG00128#1#JBHIKS010000055.1:151852493-151859152 genomic_strand:-	850522b89939955fd9edfb4d87c6087d19e9511feae636735c037b6d5ec39f0c
HG00128_hap2_hprc_r2_v1.0.1_HML-2_Xq28b	HML-2_Xq28b	HML-2_Xq28b	HG00128	h2	HG00128#2#CM090107.1:152959765-152963247	Xq28b	Fragment	q6147	historical_source/Documents/HML2_project_data/processed_loci/HML-2_Xq28b/HG00128_hap2_hprc_r2_v1.0.1_HML-2_Xq28b.fa	HG00128_hap2_hprc_r2_v1.0.1_HML-2_Xq28b assembly_coords:HG00128#2#CM090107.1:152980242-152986904 genomic_strand:-	4582ac069cf770d8fa567f30645a0db52b822b76055ba52867c66ee6d3b6b42a
HG00133_hap1_hprc_r2_v1.0.1_HML-2_Xq28b	HML-2_Xq28b	HML-2_Xq28b	HG00133	h1	HG00133#1#CM090059.1:152939117-152942599	Xq28b	Fragment	q6148	historical_source/Documents/HML2_project_data/processed_loci/HML-2_Xq28b/HG00133_hap1_hprc_r2_v1.0.1_HML-2_Xq28b.fa	HG00133_hap1_hprc_r2_v1.0.1_HML-2_Xq28b assembly_coords:HG00133#1#CM090059.1:152959592-152966254 genomic_strand:-	04098cffdc3c65be800139695dcbbd33d9add988213c6b81d4b331292454c7d3
HG00232_hap2_hprc_r2_v1.0.1_HML-2_Xq28b	HML-2_Xq28b	HML-2_Xq28b	HG00232	h2	HG00232#2#JBHIKN010000046.1:52124132-52127614	Xq28b	Fragment	q6151	historical_source/Documents/HML2_project_data/processed_loci/HML-2_Xq28b/HG00232_hap2_hprc_r2_v1.0.1_HML-2_Xq28b.fa	HG00232_hap2_hprc_r2_v1.0.1_HML-2_Xq28b assembly_coords:HG00232#2#JBHIKN010000046.1:52144608-52151270 genomic_strand:-	cf4d285997dc5536ec33fd1c5d0cfc910e4eba6fca2a86b284703c954ddefa05
HG00235_hap2_hprc_r2_v1.0.1_HML-2_Xq28b	HML-2_Xq28b	HML-2_Xq28b	HG00235	h2	HG00235#2#CM094409.1:153363514-153366996	Xq28b	Fragment	q6152	historical_source/Documents/HML2_project_data/processed_loci/HML-2_Xq28b/HG00235_hap2_hprc_r2_v1.0.1_HML-2_Xq28b.fa	HG00235_hap2_hprc_r2_v1.0.1_HML-2_Xq28b assembly_coords:HG00235#2#CM094409.1:153383989-153390651 genomic_strand:-	1d55752c9bc59e764ccaf18e0d51a9606c7d097feeb109b99a98b376aca4fb2d
HG00280_hap2_hprc_r2_v1.0.1_HML-2_Xq28b	HML-2_Xq28b	HML-2_Xq28b	HG00280	h2	HG00280#2#JBHDWB010000040.1:51986487-51989968	Xq28b	Fragment	q6156	historical_source/Documents/HML2_project_data/processed_loci/HML-2_Xq28b/HG00280_hap2_hprc_r2_v1.0.1_HML-2_Xq28b.fa	HG00280_hap2_hprc_r2_v1.0.1_HML-2_Xq28b assembly_coords:HG00280#2#JBHDWB010000040.1:52006960-52013622 genomic_strand:-	58edff3da5e58e74428432cbb7b7e9b63ad9d0661f2cb69fd21c87343ca58131
HG00320_hap1_hprc_r2_v1.0.1_HML-2_Xq28b	HML-2_Xq28b	HML-2_Xq28b	HG00320	h1	HG00320#1#CM089961.1:153438131-153441610	Xq28b	Fragment	q6158	historical_source/Documents/HML2_project_data/processed_loci/HML-2_Xq28b/HG00320_hap1_hprc_r2_v1.0.1_HML-2_Xq28b.fa	HG00320_hap1_hprc_r2_v1.0.1_HML-2_Xq28b assembly_coords:HG00320#1#CM089961.1:153458613-153465272 genomic_strand:-	6ddfce40db3029e8d15502505e806cc617715569bbf64b43f8234ceb729fe99a
