region	tip_1	tip_2	mismatches	comparable_positions	nucleotide_difference	tree_distance
LTR	12q24.33__hap2__n14	12p11.21__hap1__n345	215	803	0.26774595267745954	0.2719637583844759
LTR	12q24.33__hap2__n14	12p11.21__hap2__n103	214	803	0.26650062266500624	0.2709980138670017
LTR	12q24.33__hap2__n14	12q13.2__hap1__n216	204	875	0.23314285714285715	0.24058495899316618
LTR	12q24.33__hap2__n14	12q13.2__hap2__n61	203	869	0.2336018411967779	0.24062652966875267
LTR	12q24.33__hap2__n14	12q14.1__hap1__n260	200	869	0.23014959723820483	0.2340559267705184
LTR	12q24.33__hap2__n14	12q14.1__hap2__n127	201	875	0.2297142857142857	0.23403619431394765
LTR	12q24.33__hap2__n14	12q24.33__hap1__n62	3	874	0.003432494279176201	0.00343249427917621
LTR	13p13__hap1__n7	10p12.1__hap1__n269	44	906	0.04856512141280353	0.04802913870357928
LTR	13p13__hap1__n7	10p12.1__hap2__n81	43	906	0.04746136865342163	0.04697865738278644
LTR	13p13__hap1__n7	10p14__hap1__n252	57	811	0.07028360049321825	0.06743947542796129
LTR	13p13__hap1__n7	10p14__hap2__n42	66	890	0.07415730337078652	0.07226077953795826
LTR	13p13__hap1__n7	10q24.2__hap1__n189	42	898	0.0467706013363029	0.044875207865490624
LTR	13p13__hap1__n7	10q24.2__hap2__n114	41	898	0.045657015590200446	0.04396911527252529
LTR	13p13__hap1__n7	11p15.4__hap1__n117	142	546	0.2600732600732601	0.26333484447160727
LTR	13p13__hap1__n7	11p15.4__hap2__n98	143	546	0.2619047619047619	0.26532468748297855
LTR	13p13__hap1__n7	11p15.4b__hap1__n389	131	567	0.2310405643738977	0.22544034032338028
LTR	13p13__hap1__n7	11p15.4b__hap2__n59	132	567	0.2328042328042328	0.22710104582154164
LTR	13p13__hap1__n7	11q12.3__hap1__n361	145	873	0.1660939289805269	0.1597494651892733
LTR	13p13__hap1__n7	11q12.3__hap2__n65	145	873	0.1660939289805269	0.15999434004305865
LTR	13p13__hap1__n7	11q22.1__hap1__n160	46	900	0.051111111111111114	0.05005275992861159
LTR	13p13__hap1__n7	11q22.1__hap2__n88	44	906	0.04856512141280353	0.04687379591385915
LTR	13p13__hap1__n7	11q23.3__hap1__n159	34	905	0.03756906077348066	0.037420833678157545
LTR	13p13__hap1__n7	11q23.3__hap2__n147	35	905	0.03867403314917127	0.039741424045976304
LTR	13p13__hap1__n7	12p11.21__hap1__n345	180	812	0.22167487684729065	0.22230869738537312
LTR	13p13__hap1__n7	12p11.21__hap2__n103	179	812	0.2204433497536946	0.22134295286789887
LTR	13p13__hap1__n7	12q13.2__hap1__n216	45	906	0.04966887417218543	0.050319616768797606
LTR	13p13__hap1__n7	12q13.2__hap2__n61	45	900	0.05	0.050361187444384115
LTR	13p13__hap1__n7	12q14.1__hap1__n260	40	900	0.044444444444444446	0.04379058454614984
LTR	13p13__hap1__n7	12q14.1__hap2__n127	40	906	0.04415011037527594	0.043770852089579086
LTR	13p13__hap1__n7	12q24.33__hap1__n62	217	874	0.2482837528604119	0.2440026054223417
LTR	13p13__hap1__n7	12q24.33__hap2__n14	218	875	0.24914285714285714	0.24512145736590854
LTR	13p13__hap2__n4	10p12.1__hap1__n269	47	906	0.05187637969094923	0.05128312187420904
LTR	13p13__hap2__n4	10p12.1__hap2__n81	46	906	0.05077262693156733	0.050232640553416204
LTR	13p13__hap2__n4	10p14__hap1__n252	60	811	0.07398273736128237	0.07069345859859105
LTR	13p13__hap2__n4	10p14__hap2__n42	69	890	0.07752808988764046	0.07551476270858803
LTR	13p13__hap2__n4	10q24.2__hap1__n189	45	898	0.05011135857461024	0.048129191036120386
LTR	13p13__hap2__n4	10q24.2__hap2__n114	44	898	0.04899777282850779	0.04722309844315505
LTR	13p13__hap2__n4	11p15.4__hap1__n117	143	546	0.2619047619047619	0.266588827642237
LTR	13p13__hap2__n4	11p15.4__hap2__n98	144	546	0.26373626373626374	0.26857867065360835
LTR	13p13__hap2__n4	11p15.4b__hap1__n389	132	567	0.2328042328042328	0.22869432349401003
LTR	13p13__hap2__n4	11p15.4b__hap2__n59	133	567	0.2345679012345679	0.2303550289921714
LTR	13p13__hap2__n4	11q12.3__hap1__n361	146	873	0.1672394043528064	0.16300344835990305
LTR	13p13__hap2__n4	11q12.3__hap2__n65	146	873	0.1672394043528064	0.1632483232136884
LTR	13p13__hap2__n4	11q22.1__hap1__n160	49	900	0.05444444444444444	0.053306743099241355
LTR	13p13__hap2__n4	11q22.1__hap2__n88	47	906	0.05187637969094923	0.05012777908448891
LTR	13p13__hap2__n4	11q23.3__hap1__n159	36	905	0.039779005524861875	0.04067481684878731
LTR	13p13__hap2__n4	11q23.3__hap2__n147	37	905	0.04088397790055249	0.042995407216606066
LTR	13p13__hap2__n4	12p11.21__hap1__n345	183	812	0.22536945812807882	0.22556268055600287
LTR	13p13__hap2__n4	12p11.21__hap2__n103	182	812	0.22413793103448276	0.22459693603852862
LTR	13p13__hap2__n4	12q13.2__hap1__n216	48	906	0.052980132450331126	0.05357359993942737
LTR	13p13__hap2__n4	12q13.2__hap2__n61	48	900	0.05333333333333334	0.05361517061501388
LTR	13p13__hap2__n4	12q14.1__hap1__n260	43	900	0.04777777777777778	0.0470445677167796
LTR	13p13__hap2__n4	12q14.1__hap2__n127	43	906	0.04746136865342163	0.04702483526020885
LTR	13p13__hap2__n4	12q24.33__hap1__n62	220	874	0.2517162471395881	0.24725658859297145
LTR	13p13__hap2__n4	12q24.33__hap2__n14	221	875	0.25257142857142856	0.2483754405365383
LTR	13p13__hap2__n4	13p13__hap1__n7	3	906	0.0033112582781456954	0.003311258278145695
LTR	14q11.2__hap1__n49	10p12.1__hap1__n269	212	872	0.24311926605504589	0.24721592973110512
LTR	14q11.2__hap1__n49	10p12.1__hap2__n81	211	872	0.24197247706422018	0.2461654484103123
LTR	14q11.2__hap1__n49	10p14__hap1__n252	190	793	0.23959646910466584	0.2322783774623326
LTR	14q11.2__hap1__n49	10p14__hap2__n42	206	870	0.2367816091954023	0.23709968157232958
LTR	14q11.2__hap1__n49	10q24.2__hap1__n189	216	864	0.25	0.24406199889301647
LTR	14q11.2__hap1__n49	10q24.2__hap2__n114	215	864	0.2488425925925926	0.24315590630005116
LTR	14q11.2__hap1__n49	11p15.4__hap1__n117	70	525	0.13333333333333333	0.11251817325631268
LTR	14q11.2__hap1__n49	11p15.4__hap2__n98	72	525	0.13714285714285715	0.114508016267684
LTR	14q11.2__hap1__n49	11p15.4b__hap1__n389	76	544	0.13970588235294118	0.1619322099220444
LTR	14q11.2__hap1__n49	11p15.4b__hap2__n59	77	544	0.14154411764705882	0.16359291542020576
LTR	14q11.2__hap1__n49	11q12.3__hap1__n361	201	858	0.23426573426573427	0.2183259749915334
LTR	14q11.2__hap1__n49	11q12.3__hap2__n65	200	858	0.2331002331002331	0.21857084984531872
LTR	14q11.2__hap1__n49	11q22.1__hap1__n160	213	866	0.24595842956120093	0.24923955095613742
LTR	14q11.2__hap1__n49	11q22.1__hap2__n88	211	872	0.24197247706422018	0.246060586941385
LTR	14q11.2__hap1__n49	11q23.3__hap1__n159	210	871	0.24110218140068887	0.2408703037228898
LTR	14q11.2__hap1__n49	11q23.3__hap2__n147	209	871	0.2399540757749713	0.24319089409070857
LTR	14q11.2__hap1__n49	12p11.21__hap1__n345	223	799	0.27909887359199	0.2808852071876332
LTR	14q11.2__hap1__n49	12p11.21__hap2__n103	222	799	0.27784730913642053	0.279919462670159
LTR	14q11.2__hap1__n49	12q13.2__hap1__n216	213	872	0.24426605504587157	0.24950640779632346
LTR	14q11.2__hap1__n49	12q13.2__hap2__n61	212	866	0.24480369515011546	0.24954797847190996
LTR	14q11.2__hap1__n49	12q14.1__hap1__n260	210	866	0.24249422632794457	0.24297737557367569
LTR	14q11.2__hap1__n49	12q14.1__hap2__n127	211	872	0.24197247706422018	0.24295764311710494
LTR	14q11.2__hap1__n49	12q24.33__hap1__n62	68	865	0.07861271676300578	0.07864969481351752
LTR	14q11.2__hap1__n49	12q24.33__hap2__n14	69	866	0.07967667436489607	0.07976854675708436
LTR	14q11.2__hap1__n49	13p13__hap1__n7	223	872	0.25573394495412843	0.25404290616906583
LTR	14q11.2__hap1__n49	13p13__hap2__n4	226	872	0.2591743119266055	0.2572968893396956
LTR	14q11.2__hap2__n26	10p12.1__hap1__n269	211	872	0.24197247706422018	0.2460004090705304
LTR	14q11.2__hap2__n26	10p12.1__hap2__n81	210	872	0.2408256880733945	0.24494992774973756
LTR	14q11.2__hap2__n26	10p14__hap1__n252	189	793	0.23833543505674654	0.23106285680175787
LTR	14q11.2__hap2__n26	10p14__hap2__n42	205	870	0.23563218390804597	0.23588416091175485
LTR	14q11.2__hap2__n26	10q24.2__hap1__n189	215	864	0.2488425925925926	0.24284647823244174
LTR	14q11.2__hap2__n26	10q24.2__hap2__n114	214	864	0.24768518518518517	0.24194038563947642
LTR	14q11.2__hap2__n26	11p15.4__hap1__n117	69	525	0.13142857142857142	0.11130265259573793
LTR	14q11.2__hap2__n26	11p15.4__hap2__n98	71	525	0.13523809523809524	0.11329249560710927
LTR	14q11.2__hap2__n26	11p15.4b__hap1__n389	75	544	0.13786764705882354	0.16071668926146965
LTR	14q11.2__hap2__n26	11p15.4b__hap2__n59	76	544	0.13970588235294118	0.16237739475963103
LTR	14q11.2__hap2__n26	11q12.3__hap1__n361	200	858	0.2331002331002331	0.21711045433095866
LTR	14q11.2__hap2__n26	11q12.3__hap2__n65	199	858	0.23193473193473194	0.21735532918474398
LTR	14q11.2__hap2__n26	11q22.1__hap1__n160	212	866	0.24480369515011546	0.2480240302955627
LTR	14q11.2__hap2__n26	11q22.1__hap2__n88	210	872	0.2408256880733945	0.24484506628081026
LTR	14q11.2__hap2__n26	11q23.3__hap1__n159	209	871	0.2399540757749713	0.23965478306231508
LTR	14q11.2__hap2__n26	11q23.3__hap2__n147	208	871	0.23880597014925373	0.24197537343013384
LTR	14q11.2__hap2__n26	12p11.21__hap1__n345	222	799	0.27784730913642053	0.2796696865270585
LTR	14q11.2__hap2__n26	12p11.21__hap2__n103	221	799	0.2765957446808511	0.27870394200958426
LTR	14q11.2__hap2__n26	12q13.2__hap1__n216	212	872	0.24311926605504589	0.24829088713574873
LTR	14q11.2__hap2__n26	12q13.2__hap2__n61	211	866	0.24364896073903003	0.24833245781133523
LTR	14q11.2__hap2__n26	12q14.1__hap1__n260	209	866	0.24133949191685913	0.24176185491310095
LTR	14q11.2__hap2__n26	12q14.1__hap2__n127	210	872	0.2408256880733945	0.2417421224565302
LTR	14q11.2__hap2__n26	12q24.33__hap1__n62	67	865	0.07745664739884393	0.07743417415294279
LTR	14q11.2__hap2__n26	12q24.33__hap2__n14	68	866	0.07852193995381063	0.07855302609650963
LTR	14q11.2__hap2__n26	13p13__hap1__n7	222	872	0.2545871559633027	0.2528273855084911
LTR	14q11.2__hap2__n26	13p13__hap2__n4	225	872	0.2580275229357798	0.25608136867912085
LTR	14q11.2__hap2__n26	14q11.2__hap1__n49	1	872	0.0011467889908256881	0.00121552066057474
LTR	14q32.33__hap1__n46	10p12.1__hap1__n269	188	877	0.21436716077537057	0.21666925117331642
LTR	14q32.33__hap1__n46	10p12.1__hap2__n81	187	877	0.21322690992018245	0.2156187698525236
LTR	14q32.33__hap1__n46	10p14__hap1__n252	170	798	0.21303258145363407	0.2017316989045439
LTR	14q32.33__hap1__n46	10p14__hap2__n42	186	875	0.21257142857142858	0.20655300301454088
LTR	14q32.33__hap1__n46	10q24.2__hap1__n189	192	869	0.22094361334867663	0.21351532033522777
LTR	14q32.33__hap1__n46	10q24.2__hap2__n114	192	869	0.22094361334867663	0.21260922774226246
LTR	14q32.33__hap1__n46	11p15.4__hap1__n117	82	530	0.15471698113207547	0.16928003551248264
LTR	14q32.33__hap1__n46	11p15.4__hap2__n98	83	530	0.15660377358490565	0.17126987852385395
LTR	14q32.33__hap1__n46	11p15.4b__hap1__n389	49	550	0.0890909090909091	0.10947946928137309
LTR	14q32.33__hap1__n46	11p15.4b__hap2__n59	50	550	0.09090909090909091	0.11114017477953447
LTR	14q32.33__hap1__n46	11q12.3__hap1__n361	164	865	0.18959537572254334	0.1877792964337447
LTR	14q32.33__hap1__n46	11q12.3__hap2__n65	165	865	0.1907514450867052	0.18802417128753002
LTR	14q32.33__hap1__n46	11q22.1__hap1__n160	188	871	0.2158438576349024	0.21869287239834873
LTR	14q32.33__hap1__n46	11q22.1__hap2__n88	186	877	0.2120866590649943	0.2155139083835963
LTR	14q32.33__hap1__n46	11q23.3__hap1__n159	183	876	0.2089041095890411	0.2103236251651011
LTR	14q32.33__hap1__n46	11q23.3__hap2__n147	184	876	0.2100456621004566	0.21264421553291987
LTR	14q32.33__hap1__n46	12p11.21__hap1__n345	192	804	0.23880597014925373	0.2503385286298445
LTR	14q32.33__hap1__n46	12p11.21__hap2__n103	191	804	0.23756218905472637	0.2493727841123703
LTR	14q32.33__hap1__n46	12q13.2__hap1__n216	187	877	0.21322690992018245	0.21895972923853477
LTR	14q32.33__hap1__n46	12q13.2__hap2__n61	186	871	0.21354764638346727	0.21900129991412126
LTR	14q32.33__hap1__n46	12q14.1__hap1__n260	185	871	0.21239954075774972	0.212430697015887
LTR	14q32.33__hap1__n46	12q14.1__hap2__n127	186	877	0.2120866590649943	0.21241096455931624
LTR	14q32.33__hap1__n46	12q24.33__hap1__n62	110	868	0.12672811059907835	0.14994779646321707
LTR	14q32.33__hap1__n46	12q24.33__hap2__n14	111	869	0.1277330264672037	0.1510666484067839
LTR	14q32.33__hap1__n46	13p13__hap1__n7	198	877	0.22576966932725198	0.22349622761127713
LTR	14q32.33__hap1__n46	13p13__hap2__n4	201	877	0.2291904218928164	0.22675021078190688
LTR	14q32.33__hap1__n46	14q11.2__hap1__n49	112	866	0.12933025404157045	0.15998809720994123
LTR	14q32.33__hap1__n46	14q11.2__hap2__n26	111	866	0.12817551963048499	0.1587725765493665
LTR	14q32.33__hap2__n1	10p12.1__hap1__n269	189	877	0.21550741163055873	0.2178112037207902
LTR	14q32.33__hap2__n1	10p12.1__hap2__n81	188	877	0.21436716077537057	0.21676072239999736
LTR	14q32.33__hap2__n1	10p14__hap1__n252	170	798	0.21303258145363407	0.20287365145201766
LTR	14q32.33__hap2__n1	10p14__hap2__n42	187	875	0.21371428571428572	0.20769495556201464
LTR	14q32.33__hap2__n1	10q24.2__hap1__n189	193	869	0.22209436133486765	0.21465727288270153
LTR	14q32.33__hap2__n1	10q24.2__hap2__n114	193	869	0.22209436133486765	0.21375118028973622
LTR	14q32.33__hap2__n1	11p15.4__hap1__n117	81	530	0.15283018867924528	0.1704219880599564
LTR	14q32.33__hap2__n1	11p15.4__hap2__n98	82	530	0.15471698113207547	0.17241183107132774
LTR	14q32.33__hap2__n1	11p15.4b__hap1__n389	50	550	0.09090909090909091	0.11062142182884685
LTR	14q32.33__hap2__n1	11p15.4b__hap2__n59	51	550	0.09272727272727273	0.11228212732700824
LTR	14q32.33__hap2__n1	11q12.3__hap1__n361	165	865	0.1907514450867052	0.18892124898121845
LTR	14q32.33__hap2__n1	11q12.3__hap2__n65	166	865	0.19190751445086704	0.1891661238350038
LTR	14q32.33__hap2__n1	11q22.1__hap1__n160	189	871	0.21699196326061998	0.2198348249458225
LTR	14q32.33__hap2__n1	11q22.1__hap2__n88	187	877	0.21322690992018245	0.21665586093107006
LTR	14q32.33__hap2__n1	11q23.3__hap1__n159	184	876	0.2100456621004566	0.21146557771257488
LTR	14q32.33__hap2__n1	11q23.3__hap2__n147	185	876	0.21118721461187215	0.21378616808039363
LTR	14q32.33__hap2__n1	12p11.21__hap1__n345	193	804	0.24004975124378108	0.25148048117731825
LTR	14q32.33__hap2__n1	12p11.21__hap2__n103	192	804	0.23880597014925373	0.25051473665984403
LTR	14q32.33__hap2__n1	12q13.2__hap1__n216	188	877	0.21436716077537057	0.22010168178600853
LTR	14q32.33__hap2__n1	12q13.2__hap2__n61	187	871	0.21469575200918484	0.22014325246159502
LTR	14q32.33__hap2__n1	12q14.1__hap1__n260	186	871	0.21354764638346727	0.21357264956336075
LTR	14q32.33__hap2__n1	12q14.1__hap2__n127	187	877	0.21322690992018245	0.21355291710679
LTR	14q32.33__hap2__n1	12q24.33__hap1__n62	111	868	0.12788018433179724	0.15108974901069083
LTR	14q32.33__hap2__n1	12q24.33__hap2__n14	112	869	0.12888377445339472	0.15220860095425764
LTR	14q32.33__hap2__n1	13p13__hap1__n7	199	877	0.22690992018244013	0.2246381801587509
LTR	14q32.33__hap2__n1	13p13__hap2__n4	202	877	0.23033067274800456	0.22789216332938064
LTR	14q32.33__hap2__n1	14q11.2__hap1__n49	113	866	0.13048498845265588	0.16113004975741502
LTR	14q32.33__hap2__n1	14q11.2__hap2__n26	112	866	0.12933025404157045	0.15991452909684026
LTR	14q32.33__hap2__n1	14q32.33__hap1__n46	1	877	0.0011402508551881414	0.00114195254747376
LTR	15p13a__hap1__n12	10p12.1__hap1__n269	144	599	0.24040066777963273	0.24182041295539822
LTR	15p13a__hap1__n12	10p12.1__hap2__n81	143	599	0.2387312186978297	0.2407699316346054
LTR	15p13a__hap1__n12	10p14__hap1__n252	103	453	0.22737306843267108	0.2268828606866257
LTR	15p13a__hap1__n12	10p14__hap2__n42	117	530	0.22075471698113208	0.23170416479662267
LTR	15p13a__hap1__n12	10q24.2__hap1__n189	140	584	0.23972602739726026	0.23866648211730956
LTR	15p13a__hap1__n12	10q24.2__hap2__n114	141	584	0.24143835616438356	0.23776038952434425
LTR	15p13a__hap1__n12	11p15.4__hap1__n117	86	599	0.14357262103505844	0.14219719779163925
LTR	15p13a__hap1__n12	11p15.4__hap2__n98	88	599	0.14691151919866444	0.1441870408030106
LTR	15p13a__hap1__n12	11p15.4b__hap1__n389	86	601	0.14309484193011648	0.1565366931463375
LTR	15p13a__hap1__n12	11p15.4b__hap2__n59	87	601	0.1447587354409318	0.1581973986444989
LTR	15p13a__hap1__n12	11q12.3__hap1__n361	120	522	0.22988505747126436	0.2129304582158265
LTR	15p13a__hap1__n12	11q12.3__hap2__n65	120	522	0.22988505747126436	0.21317533306961184
LTR	15p13a__hap1__n12	11q22.1__hap1__n160	142	604	0.23509933774834438	0.24384403418043052
LTR	15p13a__hap1__n12	11q22.1__hap2__n88	140	599	0.2337228714524207	0.2406650701656781
LTR	15p13a__hap1__n12	11q23.3__hap1__n159	139	583	0.23842195540308747	0.2354747869471829
LTR	15p13a__hap1__n12	11q23.3__hap2__n147	130	543	0.23941068139963168	0.23779537731500167
LTR	15p13a__hap1__n12	12p11.21__hap1__n345	136	522	0.26053639846743293	0.27548969041192634
LTR	15p13a__hap1__n12	12p11.21__hap2__n103	136	522	0.26053639846743293	0.2745239458944521
LTR	15p13a__hap1__n12	12q13.2__hap1__n216	139	588	0.23639455782312926	0.24411089102061656
LTR	15p13a__hap1__n12	12q13.2__hap2__n61	139	588	0.23639455782312926	0.24415246169620305
LTR	15p13a__hap1__n12	12q14.1__hap1__n260	141	604	0.23344370860927152	0.23758185879796878
LTR	15p13a__hap1__n12	12q14.1__hap2__n127	140	599	0.2337228714524207	0.23756212634139803
LTR	15p13a__hap1__n12	12q24.33__hap1__n62	68	524	0.1297709923664122	0.12286495874237369
LTR	15p13a__hap1__n12	12q24.33__hap2__n14	70	525	0.13333333333333333	0.12398381068594053
LTR	15p13a__hap1__n12	13p13__hap1__n7	134	544	0.24632352941176472	0.24864738939335893
LTR	15p13a__hap1__n12	13p13__hap2__n4	135	544	0.24816176470588236	0.2519013725639887
LTR	15p13a__hap1__n12	14q11.2__hap1__n49	71	519	0.13680154142581888	0.13290525948909784
LTR	15p13a__hap1__n12	14q11.2__hap2__n26	70	519	0.1348747591522158	0.13168973882852308
LTR	15p13a__hap1__n12	14q32.33__hap1__n46	70	525	0.13333333333333333	0.15459258043423435
LTR	15p13a__hap1__n12	14q32.33__hap2__n1	71	525	0.13523809523809524	0.15573453298170808
LTR	15p13a__hap2__n11	10p12.1__hap1__n269	146	599	0.24373956594323873	0.24553350307428
LTR	15p13a__hap2__n11	10p12.1__hap2__n81	145	599	0.24207011686143573	0.24448302175348718
LTR	15p13a__hap2__n11	10p14__hap1__n252	105	453	0.23178807947019867	0.2305959508055075
LTR	15p13a__hap2__n11	10p14__hap2__n42	119	530	0.22452830188679246	0.23541725491550447
LTR	15p13a__hap2__n11	10q24.2__hap1__n189	142	584	0.24315068493150685	0.24237957223619136
LTR	15p13a__hap2__n11	10q24.2__hap2__n114	143	584	0.24486301369863014	0.24147347964322605
LTR	15p13a__hap2__n11	11p15.4__hap1__n117	89	599	0.14858096828046743	0.14591028791052107
LTR	15p13a__hap2__n11	11p15.4__hap2__n98	91	599	0.15191986644407346	0.14790013092189241
LTR	15p13a__hap2__n11	11p15.4b__hap1__n389	89	601	0.1480865224625624	0.16024978326521933
LTR	15p13a__hap2__n11	11p15.4b__hap2__n59	90	601	0.1497504159733777	0.16191048876338068
LTR	15p13a__hap2__n11	11q12.3__hap1__n361	120	522	0.22988505747126436	0.2166435483347083
LTR	15p13a__hap2__n11	11q12.3__hap2__n65	120	522	0.22988505747126436	0.21688842318849366
LTR	15p13a__hap2__n11	11q22.1__hap1__n160	144	604	0.23841059602649006	0.24755712429931231
LTR	15p13a__hap2__n11	11q22.1__hap2__n88	142	599	0.2370617696160267	0.2443781602845599
LTR	15p13a__hap2__n11	11q23.3__hap1__n159	141	583	0.241852487135506	0.2391878770660647
LTR	15p13a__hap2__n11	11q23.3__hap2__n147	132	543	0.2430939226519337	0.24150846743388346
LTR	15p13a__hap2__n11	12p11.21__hap1__n345	137	522	0.2624521072796935	0.27920278053080816
LTR	15p13a__hap2__n11	12p11.21__hap2__n103	137	522	0.2624521072796935	0.27823703601333394
LTR	15p13a__hap2__n11	12q13.2__hap1__n216	141	588	0.23979591836734693	0.24782398113949836
LTR	15p13a__hap2__n11	12q13.2__hap2__n61	141	588	0.23979591836734693	0.24786555181508485
LTR	15p13a__hap2__n11	12q14.1__hap1__n260	143	604	0.2367549668874172	0.24129494891685058
LTR	15p13a__hap2__n11	12q14.1__hap2__n127	142	599	0.2370617696160267	0.24127521646027983
LTR	15p13a__hap2__n11	12q24.33__hap1__n62	71	524	0.13549618320610687	0.1265780488612555
LTR	15p13a__hap2__n11	12q24.33__hap2__n14	73	525	0.13904761904761906	0.12769690080482232
LTR	15p13a__hap2__n11	13p13__hap1__n7	136	544	0.25	0.2523604795122407
LTR	15p13a__hap2__n11	13p13__hap2__n4	137	544	0.25183823529411764	0.25561446268287047
LTR	15p13a__hap2__n11	14q11.2__hap1__n49	73	519	0.14065510597302505	0.13661834960797964
LTR	15p13a__hap2__n11	14q11.2__hap2__n26	72	519	0.13872832369942195	0.1354028289474049
LTR	15p13a__hap2__n11	14q32.33__hap1__n46	73	525	0.13904761904761906	0.15830567055311615
LTR	15p13a__hap2__n11	14q32.33__hap2__n1	74	525	0.14095238095238094	0.1594476231005899
LTR	15p13a__hap2__n11	15p13a__hap1__n12	3	606	0.0049504950495049506	0.00872240686520025
LTR	15p13b__hap1__n9	10p12.1__hap1__n269	43	906	0.04746136865342163	0.046891991367890865
LTR	15p13b__hap1__n9	10p12.1__hap2__n81	42	906	0.046357615894039736	0.045841510047098036
LTR	15p13b__hap1__n9	10p14__hap1__n252	55	811	0.06781750924784218	0.06630232809227289
LTR	15p13b__hap1__n9	10p14__hap2__n42	64	890	0.07191011235955057	0.07112363220226986
LTR	15p13b__hap1__n9	10q24.2__hap1__n189	41	898	0.045657015590200446	0.043738060529802225
LTR	15p13b__hap1__n9	10q24.2__hap2__n114	40	898	0.044543429844097995	0.04283196793683689
