region	locus	original_locus	alignment_record	ID_Full	Source_Identifier	sample	haplotype	newly_admitted	sequence_sha256
pol	8p23.1c	8p23.1c	NA19836_h2_HML-2_8p23.1c_graph_hgsvc3_linked_recovery|NA19836#2#haplotype2-0000110#0:133797189-133806909	NA19836_h2_HML-2_8p23.1c_graph_hgsvc3_linked_recovery	NA19836#2#haplotype2-0000110#0:133797189-133806909	NA19836	h2	1	bafb57b3fc9e14716ef16689659a1967e3245bf84d01d6ed8bb5fb9c7aa7eb5d
env	8p23.1c	8p23.1c	NA19836_h2_HML-2_8p23.1c_graph_hgsvc3_linked_recovery|NA19836#2#haplotype2-0000110#0:133797189-133806909	NA19836_h2_HML-2_8p23.1c_graph_hgsvc3_linked_recovery	NA19836#2#haplotype2-0000110#0:133797189-133806909	NA19836	h2	1	36aca46ce4ecece7409bd0fddc42d9124da1d6df98cb3983fd23fd0d026087e6
gag	8p23.1c	8p23.1c	NA19983_h1_HML-2_8p23.1c_graph_hgsvc3_linked_recovery|NA19983#1#haplotype1-0000010#0:134324488-134334208	NA19983_h1_HML-2_8p23.1c_graph_hgsvc3_linked_recovery	NA19983#1#haplotype1-0000010#0:134324488-134334208	NA19983	h1	1	b8fc5d60c9fa3b47728d3f95bbe6ad32aa29593428e3f5f94beeb2bee6c0cd33
pro	8p23.1c	8p23.1c	NA19983_h1_HML-2_8p23.1c_graph_hgsvc3_linked_recovery|NA19983#1#haplotype1-0000010#0:134324488-134334208	NA19983_h1_HML-2_8p23.1c_graph_hgsvc3_linked_recovery	NA19983#1#haplotype1-0000010#0:134324488-134334208	NA19983	h1	1	2a76252724d11be7037f3f8aedcdd568d247758b14148cfcdb4703bda36bb699
pol	8p23.1c	8p23.1c	NA19983_h1_HML-2_8p23.1c_graph_hgsvc3_linked_recovery|NA19983#1#haplotype1-0000010#0:134324488-134334208	NA19983_h1_HML-2_8p23.1c_graph_hgsvc3_linked_recovery	NA19983#1#haplotype1-0000010#0:134324488-134334208	NA19983	h1	1	bafb57b3fc9e14716ef16689659a1967e3245bf84d01d6ed8bb5fb9c7aa7eb5d
env	8p23.1c	8p23.1c	NA19983_h1_HML-2_8p23.1c_graph_hgsvc3_linked_recovery|NA19983#1#haplotype1-0000010#0:134324488-134334208	NA19983_h1_HML-2_8p23.1c_graph_hgsvc3_linked_recovery	NA19983#1#haplotype1-0000010#0:134324488-134334208	NA19983	h1	1	36aca46ce4ecece7409bd0fddc42d9124da1d6df98cb3983fd23fd0d026087e6
gag	8p23.1b	8p23.1b	NA19129_h2_HML-2_8p23.1b_graph_hgsvc3_linked_recovery|NA19129#2#haplotype2-0000103#0:12384732-12394451	NA19129_h2_HML-2_8p23.1b_graph_hgsvc3_linked_recovery	NA19129#2#haplotype2-0000103#0:12384732-12394451	NA19129	h2	1	8c9c65cc4876cffe0cfb216222ba88f61908e0c3650a643b5325cc6a7d0cac00
pro	8p23.1b	8p23.1b	NA19129_h2_HML-2_8p23.1b_graph_hgsvc3_linked_recovery|NA19129#2#haplotype2-0000103#0:12384732-12394451	NA19129_h2_HML-2_8p23.1b_graph_hgsvc3_linked_recovery	NA19129#2#haplotype2-0000103#0:12384732-12394451	NA19129	h2	1	ea23b3e96010e49df11fd7f381e86897360c050fd86d941c3cbb0a4f14ff5632
pol	8p23.1b	8p23.1b	NA19129_h2_HML-2_8p23.1b_graph_hgsvc3_linked_recovery|NA19129#2#haplotype2-0000103#0:12384732-12394451	NA19129_h2_HML-2_8p23.1b_graph_hgsvc3_linked_recovery	NA19129#2#haplotype2-0000103#0:12384732-12394451	NA19129	h2	1	8e8a8fef4486c42eb5e0b3273822b0278184903dfb455cdc778aeadfd0ce844f
env	8p23.1b	8p23.1b	NA19129_h2_HML-2_8p23.1b_graph_hgsvc3_linked_recovery|NA19129#2#haplotype2-0000103#0:12384732-12394451	NA19129_h2_HML-2_8p23.1b_graph_hgsvc3_linked_recovery	NA19129#2#haplotype2-0000103#0:12384732-12394451	NA19129	h2	1	cb423618c172341f9ef8ee47a70fa1dbfca48a135f02b6f3782fc083b5550565
gag	8p23.1c	8p23.1c	NA19331_h2_HML-2_8p23.1c_graph_hgsvc3_linked_recovery|NA19331#2#haplotype2-0000162#0:133174069-133183788	NA19331_h2_HML-2_8p23.1c_graph_hgsvc3_linked_recovery	NA19331#2#haplotype2-0000162#0:133174069-133183788	NA19331	h2	1	9e73df94e48d32537aaa6fa789bee06f224127b189f038e879fd5cde9df41bba
pro	8p23.1c	8p23.1c	NA19331_h2_HML-2_8p23.1c_graph_hgsvc3_linked_recovery|NA19331#2#haplotype2-0000162#0:133174069-133183788	NA19331_h2_HML-2_8p23.1c_graph_hgsvc3_linked_recovery	NA19331#2#haplotype2-0000162#0:133174069-133183788	NA19331	h2	1	ea23b3e96010e49df11fd7f381e86897360c050fd86d941c3cbb0a4f14ff5632
pol	8p23.1c	8p23.1c	NA19331_h2_HML-2_8p23.1c_graph_hgsvc3_linked_recovery|NA19331#2#haplotype2-0000162#0:133174069-133183788	NA19331_h2_HML-2_8p23.1c_graph_hgsvc3_linked_recovery	NA19331#2#haplotype2-0000162#0:133174069-133183788	NA19331	h2	1	9ce7b1a3d56dd734728dabd8896d89235a03fddc46fe9dc70a9f5340c2717d85
env	8p23.1c	8p23.1c	NA19331_h2_HML-2_8p23.1c_graph_hgsvc3_linked_recovery|NA19331#2#haplotype2-0000162#0:133174069-133183788	NA19331_h2_HML-2_8p23.1c_graph_hgsvc3_linked_recovery	NA19331#2#haplotype2-0000162#0:133174069-133183788	NA19331	h2	1	9bf96cd9894d2a81c624f067114b74a7cd346618a49d1878cd5f84740a68b8a6
gag	8p23.1b	8p23.1b	HG03065_h2_HML-2_8p23.1b_graph_hgsvc3_linked_recovery|HG03065#2#haplotype2-0000071#0:12698966-12708684	HG03065_h2_HML-2_8p23.1b_graph_hgsvc3_linked_recovery	HG03065#2#haplotype2-0000071#0:12698966-12708684	HG03065	h2	1	2e368fe9639f61eaafecb7a3683434f0b1c49ce471f201b12b6424b05bedcf7b
pro	8p23.1b	8p23.1b	HG03065_h2_HML-2_8p23.1b_graph_hgsvc3_linked_recovery|HG03065#2#haplotype2-0000071#0:12698966-12708684	HG03065_h2_HML-2_8p23.1b_graph_hgsvc3_linked_recovery	HG03065#2#haplotype2-0000071#0:12698966-12708684	HG03065	h2	1	ea23b3e96010e49df11fd7f381e86897360c050fd86d941c3cbb0a4f14ff5632
pol	8p23.1b	8p23.1b	HG03065_h2_HML-2_8p23.1b_graph_hgsvc3_linked_recovery|HG03065#2#haplotype2-0000071#0:12698966-12708684	HG03065_h2_HML-2_8p23.1b_graph_hgsvc3_linked_recovery	HG03065#2#haplotype2-0000071#0:12698966-12708684	HG03065	h2	1	8e8a8fef4486c42eb5e0b3273822b0278184903dfb455cdc778aeadfd0ce844f
env	8p23.1b	8p23.1b	HG03065_h2_HML-2_8p23.1b_graph_hgsvc3_linked_recovery|HG03065#2#haplotype2-0000071#0:12698966-12708684	HG03065_h2_HML-2_8p23.1b_graph_hgsvc3_linked_recovery	HG03065#2#haplotype2-0000071#0:12698966-12708684	HG03065	h2	1	cb423618c172341f9ef8ee47a70fa1dbfca48a135f02b6f3782fc083b5550565
gag	8p23.1b	8p23.1b	NA19331_h1_HML-2_8p23.1b_graph_hgsvc3_linked_recovery|NA19331#1#haplotype1-0000028#0:133590370-133600088	NA19331_h1_HML-2_8p23.1b_graph_hgsvc3_linked_recovery	NA19331#1#haplotype1-0000028#0:133590370-133600088	NA19331	h1	1	2e368fe9639f61eaafecb7a3683434f0b1c49ce471f201b12b6424b05bedcf7b
pro	8p23.1b	8p23.1b	NA19331_h1_HML-2_8p23.1b_graph_hgsvc3_linked_recovery|NA19331#1#haplotype1-0000028#0:133590370-133600088	NA19331_h1_HML-2_8p23.1b_graph_hgsvc3_linked_recovery	NA19331#1#haplotype1-0000028#0:133590370-133600088	NA19331	h1	1	ea23b3e96010e49df11fd7f381e86897360c050fd86d941c3cbb0a4f14ff5632
pol	8p23.1b	8p23.1b	NA19331_h1_HML-2_8p23.1b_graph_hgsvc3_linked_recovery|NA19331#1#haplotype1-0000028#0:133590370-133600088	NA19331_h1_HML-2_8p23.1b_graph_hgsvc3_linked_recovery	NA19331#1#haplotype1-0000028#0:133590370-133600088	NA19331	h1	1	8e8a8fef4486c42eb5e0b3273822b0278184903dfb455cdc778aeadfd0ce844f
env	8p23.1b	8p23.1b	NA19331_h1_HML-2_8p23.1b_graph_hgsvc3_linked_recovery|NA19331#1#haplotype1-0000028#0:133590370-133600088	NA19331_h1_HML-2_8p23.1b_graph_hgsvc3_linked_recovery	NA19331#1#haplotype1-0000028#0:133590370-133600088	NA19331	h1	1	220d052da3c0f4311a47b3e592a834d942cf375c7fd5c4ffea949bfbf60347b6
gag	8p23.1c	8p23.1c	HG03248_h1_HML-2_8p23.1c_graph_hgsvc3_linked_recovery|HG03248#1#haplotype1-0000047#0:135001398-135011114	HG03248_h1_HML-2_8p23.1c_graph_hgsvc3_linked_recovery	HG03248#1#haplotype1-0000047#0:135001398-135011114	HG03248	h1	1	beea9d4d99c48716b39af25ce844f3599f0946b3c042b9403b8a03d4e6248b50
pro	8p23.1c	8p23.1c	HG03248_h1_HML-2_8p23.1c_graph_hgsvc3_linked_recovery|HG03248#1#haplotype1-0000047#0:135001398-135011114	HG03248_h1_HML-2_8p23.1c_graph_hgsvc3_linked_recovery	HG03248#1#haplotype1-0000047#0:135001398-135011114	HG03248	h1	1	6c243ff59c84a96c55190568a2d42f06ef50a8cb27eb576ec68a30f6075e5947
pol	8p23.1c	8p23.1c	HG03248_h1_HML-2_8p23.1c_graph_hgsvc3_linked_recovery|HG03248#1#haplotype1-0000047#0:135001398-135011114	HG03248_h1_HML-2_8p23.1c_graph_hgsvc3_linked_recovery	HG03248#1#haplotype1-0000047#0:135001398-135011114	HG03248	h1	1	10ae020d90278e43480b8e9eab40d1b5da2352e0b8e6c17e99e85cb484647ab7
env	8p23.1c	8p23.1c	HG03248_h1_HML-2_8p23.1c_graph_hgsvc3_linked_recovery|HG03248#1#haplotype1-0000047#0:135001398-135011114	HG03248_h1_HML-2_8p23.1c_graph_hgsvc3_linked_recovery	HG03248#1#haplotype1-0000047#0:135001398-135011114	HG03248	h1	1	9200e444b8f765399ac65a238ed98b393800536b6b05d4da721e2ccd4dda88e4
gag	8p23.1c	8p23.1c	NA19434_h2_HML-2_8p23.1c_graph_hgsvc3_linked_recovery|NA19434#2#haplotype2-0000129#0:11469127-11478841	NA19434_h2_HML-2_8p23.1c_graph_hgsvc3_linked_recovery	NA19434#2#haplotype2-0000129#0:11469127-11478841	NA19434	h2	1	382c4b83f33635a9ffec0c44ccce157960b641e73ca967f0c51e13cd2e15c6f6
pro	8p23.1c	8p23.1c	NA19434_h2_HML-2_8p23.1c_graph_hgsvc3_linked_recovery|NA19434#2#haplotype2-0000129#0:11469127-11478841	NA19434_h2_HML-2_8p23.1c_graph_hgsvc3_linked_recovery	NA19434#2#haplotype2-0000129#0:11469127-11478841	NA19434	h2	1	755ee4554b66e2a74937bbab0a66875ecc491fec1acac2a5398d7c9367b14c5a
pol	8p23.1c	8p23.1c	NA19434_h2_HML-2_8p23.1c_graph_hgsvc3_linked_recovery|NA19434#2#haplotype2-0000129#0:11469127-11478841	NA19434_h2_HML-2_8p23.1c_graph_hgsvc3_linked_recovery	NA19434#2#haplotype2-0000129#0:11469127-11478841	NA19434	h2	1	cccb308ad9a66502f3f674f0866230d3608942411ba46a1c9d44f15ed66d0a4c
env	8p23.1c	8p23.1c	NA19434_h2_HML-2_8p23.1c_graph_hgsvc3_linked_recovery|NA19434#2#haplotype2-0000129#0:11469127-11478841	NA19434_h2_HML-2_8p23.1c_graph_hgsvc3_linked_recovery	NA19434#2#haplotype2-0000129#0:11469127-11478841	NA19434	h2	1	efb7decfa7be6859dd71d5baf543eff9f49954e9494f29335cac90b83b18a6ea
gag	15p13b	15p13b	NA19036_hap1#c2	NA19036_hap1_hprc_r2_v1.0.1_HML-2_15p13b_alt2	NA19036#1#CM089731.1:2543501-2553825	NA19036	h1	1	5a4c6b0f645f606ac36a13c371f232139d593ca9644c4a8e2658a75a67be50c9
pro	15p13b	15p13b	NA19036_hap1#c2	NA19036_hap1_hprc_r2_v1.0.1_HML-2_15p13b_alt2	NA19036#1#CM089731.1:2543501-2553825	NA19036	h1	1	48fb0ffe3829be7f9a7328f777422c202051f18fe330e8fc3237744a301ef92c
pol	15p13b	15p13b	NA19036_hap1#c2	NA19036_hap1_hprc_r2_v1.0.1_HML-2_15p13b_alt2	NA19036#1#CM089731.1:2543501-2553825	NA19036	h1	1	2b89f41cd1eb1c452d0bf9da140d3808b15972bac69cad712845ea06b5d82cde
env	15p13b	15p13b	NA19036_hap1#c2	NA19036_hap1_hprc_r2_v1.0.1_HML-2_15p13b_alt2	NA19036#1#CM089731.1:2543501-2553825	NA19036	h1	1	121440e4faeae684d5e6939efaff43b619de6701fb42c861a95bc69348e0f68a
gag	15p13b	15p13b	HG00128_hap1#c1	HG00128_hap1_hprc_r2_v1.0.1_HML-2_15p13b_alt1	HG00128#1#CM090087.1:3843843-3854163	HG00128	h1	1	3e1a8239872ffe9de6e8d515090d18f826bf3502ef9fc03d0f72210365cd881d
pro	15p13b	15p13b	HG00128_hap1#c1	HG00128_hap1_hprc_r2_v1.0.1_HML-2_15p13b_alt1	HG00128#1#CM090087.1:3843843-3854163	HG00128	h1	1	60021f720c631312ce55f10146fc619aa774c596e988ea2995faf2eba5a2485c
pol	15p13b	15p13b	HG00128_hap1#c1	HG00128_hap1_hprc_r2_v1.0.1_HML-2_15p13b_alt1	HG00128#1#CM090087.1:3843843-3854163	HG00128	h1	1	5b32e4da23df1bc381b249544d4ddd8b2bc415e7fb9b4576261e7a7635c9fbe2
env	15p13b	15p13b	HG00128_hap1#c1	HG00128_hap1_hprc_r2_v1.0.1_HML-2_15p13b_alt1	HG00128#1#CM090087.1:3843843-3854163	HG00128	h1	1	5cc4192a112a3499c43acbab208b1c08b14aa436362fff3fe170f03b1c54dfce
gag	15p13b	15p13b	HG00253_hap1	HG00253_hap1_hprc_r2_v1.0.1_HML-2_15p13b	HG00253#1#CM094467.1:2620754-2631075	HG00253	h1	1	37b318fab271c837a7927bc2e8771c12b34bca446404709f41981eecaf85c1d5
pro	15p13b	15p13b	HG00253_hap1	HG00253_hap1_hprc_r2_v1.0.1_HML-2_15p13b	HG00253#1#CM094467.1:2620754-2631075	HG00253	h1	1	336c7a3fdb573a56dfd8952085137f0943342d2686603a59aa8053e9829d4ae5
pol	15p13b	15p13b	HG00253_hap1	HG00253_hap1_hprc_r2_v1.0.1_HML-2_15p13b	HG00253#1#CM094467.1:2620754-2631075	HG00253	h1	1	84fbc5d43f26aa355665300b9e3de172e9c71d6e2585ec32d7980b7d000c7577
env	15p13b	15p13b	HG00253_hap1	HG00253_hap1_hprc_r2_v1.0.1_HML-2_15p13b	HG00253#1#CM094467.1:2620754-2631075	HG00253	h1	1	4a27bc26663694b0ccf5a59f598943c447ca53902349b3113e5e3591166e34b5
gag	15p13b	15p13b	HG01150_mat	HG01150_mat_hprc_r2_v1.0.1_HML-2_15p13b	HG01150#2#CM088626.1:2489865-2500186	HG01150	mat	1	add2e59bd5bbcf8a46be8e32bd1785d2ab21d4469eaa14b6996fe33df77bc4e6
pro	15p13b	15p13b	HG01150_mat	HG01150_mat_hprc_r2_v1.0.1_HML-2_15p13b	HG01150#2#CM088626.1:2489865-2500186	HG01150	mat	1	262d6949afcb6bba5c6676bc5ba4e0657700c210760323e94709789edb3f85a4
pol	15p13b	15p13b	HG01150_mat	HG01150_mat_hprc_r2_v1.0.1_HML-2_15p13b	HG01150#2#CM088626.1:2489865-2500186	HG01150	mat	1	84fbc5d43f26aa355665300b9e3de172e9c71d6e2585ec32d7980b7d000c7577
env	15p13b	15p13b	HG01150_mat	HG01150_mat_hprc_r2_v1.0.1_HML-2_15p13b	HG01150#2#CM088626.1:2489865-2500186	HG01150	mat	1	38832760bd0c114e4152479e9332917a5a84b05cc459a3f1437423c04f9fa4cf
gag	15p13b	15p13b	HG01928_mat	HG01928_mat_hprc_r2_v1.0.1_HML-2_15p13b	HG01928#2#CM089017.1:2677850-2688171	HG01928	mat	1	add2e59bd5bbcf8a46be8e32bd1785d2ab21d4469eaa14b6996fe33df77bc4e6
pro	15p13b	15p13b	HG01928_mat	HG01928_mat_hprc_r2_v1.0.1_HML-2_15p13b	HG01928#2#CM089017.1:2677850-2688171	HG01928	mat	1	262d6949afcb6bba5c6676bc5ba4e0657700c210760323e94709789edb3f85a4
pol	15p13b	15p13b	HG01928_mat	HG01928_mat_hprc_r2_v1.0.1_HML-2_15p13b	HG01928#2#CM089017.1:2677850-2688171	HG01928	mat	1	84fbc5d43f26aa355665300b9e3de172e9c71d6e2585ec32d7980b7d000c7577
env	15p13b	15p13b	HG01928_mat	HG01928_mat_hprc_r2_v1.0.1_HML-2_15p13b	HG01928#2#CM089017.1:2677850-2688171	HG01928	mat	1	38832760bd0c114e4152479e9332917a5a84b05cc459a3f1437423c04f9fa4cf
gag	15p13b	15p13b	HG01943_pat	HG01943_pat_hprc_r2_v1.0.1_HML-2_15p13b	HG01943#1#CM089361.1:2580868-2591189	HG01943	pat	1	add2e59bd5bbcf8a46be8e32bd1785d2ab21d4469eaa14b6996fe33df77bc4e6
pro	15p13b	15p13b	HG01943_pat	HG01943_pat_hprc_r2_v1.0.1_HML-2_15p13b	HG01943#1#CM089361.1:2580868-2591189	HG01943	pat	1	262d6949afcb6bba5c6676bc5ba4e0657700c210760323e94709789edb3f85a4
pol	15p13b	15p13b	HG01943_pat	HG01943_pat_hprc_r2_v1.0.1_HML-2_15p13b	HG01943#1#CM089361.1:2580868-2591189	HG01943	pat	1	84fbc5d43f26aa355665300b9e3de172e9c71d6e2585ec32d7980b7d000c7577
env	15p13b	15p13b	HG01943_pat	HG01943_pat_hprc_r2_v1.0.1_HML-2_15p13b	HG01943#1#CM089361.1:2580868-2591189	HG01943	pat	1	38832760bd0c114e4152479e9332917a5a84b05cc459a3f1437423c04f9fa4cf
gag	15p13b	15p13b	HG03516_mat	HG03516_mat_hprc_r2_v1.1.0_HML-2_15p13b	HG03516#2#CM089237.1:3077222-3087543	HG03516	mat	1	b470a147dbd976f78aaf13cfc2aab3aad850376874925698ae75917b1bf40d62
pro	15p13b	15p13b	HG03516_mat	HG03516_mat_hprc_r2_v1.1.0_HML-2_15p13b	HG03516#2#CM089237.1:3077222-3087543	HG03516	mat	1	262d6949afcb6bba5c6676bc5ba4e0657700c210760323e94709789edb3f85a4
pol	15p13b	15p13b	HG03516_mat	HG03516_mat_hprc_r2_v1.1.0_HML-2_15p13b	HG03516#2#CM089237.1:3077222-3087543	HG03516	mat	1	84fbc5d43f26aa355665300b9e3de172e9c71d6e2585ec32d7980b7d000c7577
env	15p13b	15p13b	HG03516_mat	HG03516_mat_hprc_r2_v1.1.0_HML-2_15p13b	HG03516#2#CM089237.1:3077222-3087543	HG03516	mat	1	38832760bd0c114e4152479e9332917a5a84b05cc459a3f1437423c04f9fa4cf
gag	15p13b	15p13b	HG03704_mat#c1	HG03704_mat_hprc_r2_v1.0.1_HML-2_15p13b_alt1	HG03704#2#CM086199.1:2493998-2504319	HG03704	mat	1	37b318fab271c837a7927bc2e8771c12b34bca446404709f41981eecaf85c1d5
pro	15p13b	15p13b	HG03704_mat#c1	HG03704_mat_hprc_r2_v1.0.1_HML-2_15p13b_alt1	HG03704#2#CM086199.1:2493998-2504319	HG03704	mat	1	336c7a3fdb573a56dfd8952085137f0943342d2686603a59aa8053e9829d4ae5
pol	15p13b	15p13b	HG03704_mat#c1	HG03704_mat_hprc_r2_v1.0.1_HML-2_15p13b_alt1	HG03704#2#CM086199.1:2493998-2504319	HG03704	mat	1	84fbc5d43f26aa355665300b9e3de172e9c71d6e2585ec32d7980b7d000c7577
env	15p13b	15p13b	HG03704_mat#c1	HG03704_mat_hprc_r2_v1.0.1_HML-2_15p13b_alt1	HG03704#2#CM086199.1:2493998-2504319	HG03704	mat	1	1f5bf5f4796c55a68d65d1425f80d299b073d5bcfcbb968511f1611529a045ad
gag	15p13b	15p13b	HG03874_hap1	HG03874_hap1_hprc_r2_v1.0.1_HML-2_15p13b	HG03874#1#CM089443.1:1930996-1941317	HG03874	h1	1	b470a147dbd976f78aaf13cfc2aab3aad850376874925698ae75917b1bf40d62
pro	15p13b	15p13b	HG03874_hap1	HG03874_hap1_hprc_r2_v1.0.1_HML-2_15p13b	HG03874#1#CM089443.1:1930996-1941317	HG03874	h1	1	262d6949afcb6bba5c6676bc5ba4e0657700c210760323e94709789edb3f85a4
pol	15p13b	15p13b	HG03874_hap1	HG03874_hap1_hprc_r2_v1.0.1_HML-2_15p13b	HG03874#1#CM089443.1:1930996-1941317	HG03874	h1	1	84fbc5d43f26aa355665300b9e3de172e9c71d6e2585ec32d7980b7d000c7577
env	15p13b	15p13b	HG03874_hap1	HG03874_hap1_hprc_r2_v1.0.1_HML-2_15p13b	HG03874#1#CM089443.1:1930996-1941317	HG03874	h1	1	38832760bd0c114e4152479e9332917a5a84b05cc459a3f1437423c04f9fa4cf
gag	15p13b	15p13b	NA18959_hap2#c1	NA18959_hap2_hprc_r2_v1.0.1_HML-2_15p13b_alt1	NA18959#2#CM101584.1:7969982-7980303	NA18959	h2	1	b470a147dbd976f78aaf13cfc2aab3aad850376874925698ae75917b1bf40d62
pro	15p13b	15p13b	NA18959_hap2#c1	NA18959_hap2_hprc_r2_v1.0.1_HML-2_15p13b_alt1	NA18959#2#CM101584.1:7969982-7980303	NA18959	h2	1	262d6949afcb6bba5c6676bc5ba4e0657700c210760323e94709789edb3f85a4
pol	15p13b	15p13b	NA18959_hap2#c1	NA18959_hap2_hprc_r2_v1.0.1_HML-2_15p13b_alt1	NA18959#2#CM101584.1:7969982-7980303	NA18959	h2	1	84fbc5d43f26aa355665300b9e3de172e9c71d6e2585ec32d7980b7d000c7577
env	15p13b	15p13b	NA18959_hap2#c1	NA18959_hap2_hprc_r2_v1.0.1_HML-2_15p13b_alt1	NA18959#2#CM101584.1:7969982-7980303	NA18959	h2	1	38832760bd0c114e4152479e9332917a5a84b05cc459a3f1437423c04f9fa4cf
gag	15p13b	15p13b	NA18982_hap1	NA18982_hap1_hprc_r2_v1.0.1_HML-2_15p13b	NA18982#1#CM101426.1:2379801-2390122	NA18982	h1	1	add2e59bd5bbcf8a46be8e32bd1785d2ab21d4469eaa14b6996fe33df77bc4e6
pro	15p13b	15p13b	NA18982_hap1	NA18982_hap1_hprc_r2_v1.0.1_HML-2_15p13b	NA18982#1#CM101426.1:2379801-2390122	NA18982	h1	1	262d6949afcb6bba5c6676bc5ba4e0657700c210760323e94709789edb3f85a4
pol	15p13b	15p13b	NA18982_hap1	NA18982_hap1_hprc_r2_v1.0.1_HML-2_15p13b	NA18982#1#CM101426.1:2379801-2390122	NA18982	h1	1	84fbc5d43f26aa355665300b9e3de172e9c71d6e2585ec32d7980b7d000c7577
env	15p13b	15p13b	NA18982_hap1	NA18982_hap1_hprc_r2_v1.0.1_HML-2_15p13b	NA18982#1#CM101426.1:2379801-2390122	NA18982	h1	1	38832760bd0c114e4152479e9332917a5a84b05cc459a3f1437423c04f9fa4cf
gag	15p13b	15p13b	NA19443_hap1	NA19443_hap1_hprc_r2_v1.0.1_HML-2_15p13b	NA19443#1#CM089453.1:2962421-2972742	NA19443	h1	1	37e4bf861ef33c3d0fae6df0881e9aca102c9bb5257fb847644170cc8bffb931
pro	15p13b	15p13b	NA19443_hap1	NA19443_hap1_hprc_r2_v1.0.1_HML-2_15p13b	NA19443#1#CM089453.1:2962421-2972742	NA19443	h1	1	a216c8c1a7b0d98c76e1e9501248ced14b4000cf217aeaa083b7484af83746c9
pol	15p13b	15p13b	NA19443_hap1	NA19443_hap1_hprc_r2_v1.0.1_HML-2_15p13b	NA19443#1#CM089453.1:2962421-2972742	NA19443	h1	1	1208823733fa6a17a61451d60a108ca5d991fdbce0e7fa0e969571519dc2c556
env	15p13b	15p13b	NA19443_hap1	NA19443_hap1_hprc_r2_v1.0.1_HML-2_15p13b	NA19443#1#CM089453.1:2962421-2972742	NA19443	h1	1	38832760bd0c114e4152479e9332917a5a84b05cc459a3f1437423c04f9fa4cf
gag	15p13b	15p13b	NA20503_hap2	NA20503_hap2_hprc_r2_v1.0.1_HML-2_15p13b	NA20503#2#CM102483.1:2442456-2452777	NA20503	h2	1	b470a147dbd976f78aaf13cfc2aab3aad850376874925698ae75917b1bf40d62
pro	15p13b	15p13b	NA20503_hap2	NA20503_hap2_hprc_r2_v1.0.1_HML-2_15p13b	NA20503#2#CM102483.1:2442456-2452777	NA20503	h2	1	262d6949afcb6bba5c6676bc5ba4e0657700c210760323e94709789edb3f85a4
pol	15p13b	15p13b	NA20503_hap2	NA20503_hap2_hprc_r2_v1.0.1_HML-2_15p13b	NA20503#2#CM102483.1:2442456-2452777	NA20503	h2	1	84fbc5d43f26aa355665300b9e3de172e9c71d6e2585ec32d7980b7d000c7577
env	15p13b	15p13b	NA20503_hap2	NA20503_hap2_hprc_r2_v1.0.1_HML-2_15p13b	NA20503#2#CM102483.1:2442456-2452777	NA20503	h2	1	38832760bd0c114e4152479e9332917a5a84b05cc459a3f1437423c04f9fa4cf
gag	15p13b	15p13b	NA20762_hap2	NA20762_hap2_hprc_r2_v1.0.1_HML-2_15p13b	NA20762#2#CM102534.1:2728561-2738882	NA20762	h2	1	82552d46aca3b6fe432b292981028ef3996be4331b7ab449c3614face3fe4076
pro	15p13b	15p13b	NA20762_hap2	NA20762_hap2_hprc_r2_v1.0.1_HML-2_15p13b	NA20762#2#CM102534.1:2728561-2738882	NA20762	h2	1	336c7a3fdb573a56dfd8952085137f0943342d2686603a59aa8053e9829d4ae5
pol	15p13b	15p13b	NA20762_hap2	NA20762_hap2_hprc_r2_v1.0.1_HML-2_15p13b	NA20762#2#CM102534.1:2728561-2738882	NA20762	h2	1	84fbc5d43f26aa355665300b9e3de172e9c71d6e2585ec32d7980b7d000c7577
env	15p13b	15p13b	NA20762_hap2	NA20762_hap2_hprc_r2_v1.0.1_HML-2_15p13b	NA20762#2#CM102534.1:2728561-2738882	NA20762	h2	1	4a27bc26663694b0ccf5a59f598943c447ca53902349b3113e5e3591166e34b5
gag	15p13b	15p13b	NA20806_hap2	NA20806_hap2_hprc_r2_v1.0.1_HML-2_15p13b	NA20806#2#CM102508.1:2453401-2463722	NA20806	h2	1	37b318fab271c837a7927bc2e8771c12b34bca446404709f41981eecaf85c1d5
pro	15p13b	15p13b	NA20806_hap2	NA20806_hap2_hprc_r2_v1.0.1_HML-2_15p13b	NA20806#2#CM102508.1:2453401-2463722	NA20806	h2	1	336c7a3fdb573a56dfd8952085137f0943342d2686603a59aa8053e9829d4ae5
pol	15p13b	15p13b	NA20806_hap2	NA20806_hap2_hprc_r2_v1.0.1_HML-2_15p13b	NA20806#2#CM102508.1:2453401-2463722	NA20806	h2	1	84fbc5d43f26aa355665300b9e3de172e9c71d6e2585ec32d7980b7d000c7577
env	15p13b	15p13b	NA20806_hap2	NA20806_hap2_hprc_r2_v1.0.1_HML-2_15p13b	NA20806#2#CM102508.1:2453401-2463722	NA20806	h2	1	4a27bc26663694b0ccf5a59f598943c447ca53902349b3113e5e3591166e34b5
gag	15p13b	15p13b	NA20905_hap2	NA20905_hap2_hprc_r2_v1.0.1_HML-2_15p13b	NA20905#2#CM087518.1:2635358-2645679	NA20905	h2	1	37b318fab271c837a7927bc2e8771c12b34bca446404709f41981eecaf85c1d5
