locus	array	sample	haplotype	copy_count	region	complete_called_bases	segregating_substitution_sites	pair_comparisons	mean_pairwise_differences	mean_p_distance	min_pairwise_differences	max_pairwise_differences	any_indel
7p22.1	HG00514_h1_HML-2_7p22.1_graph_hgsvc3-2024-02-23-mc-chm13_MULTI	HG00514	h1	3	env	2100	1	3	0.6666666666666666	0.00031746031746031746	0	1	0
7p22.1	HG00514_h2_HML-2_7p22.1_graph_hgsvc3-2024-02-23-mc-chm13_MULTI	HG00514	h2	2	whole_unit	9458	19	1	19.0	0.0020088813702685555	19	19	1
7p22.1	HG00514_h2_HML-2_7p22.1_graph_hgsvc3-2024-02-23-mc-chm13_MULTI	HG00514	h2	2	internal	7535	11	1	11.0	0.00145985401459854	11	11	1
7p22.1	HG00514_h2_HML-2_7p22.1_graph_hgsvc3-2024-02-23-mc-chm13_MULTI	HG00514	h2	2	5p_LTR	961	1	1	1.0	0.001040582726326743	1	1	0
7p22.1	HG00514_h2_HML-2_7p22.1_graph_hgsvc3-2024-02-23-mc-chm13_MULTI	HG00514	h2	2	3p_LTR	962	7	1	7.0	0.007276507276507277	7	7	0
7p22.1	HG00514_h2_HML-2_7p22.1_graph_hgsvc3-2024-02-23-mc-chm13_MULTI	HG00514	h2	2	gag	2001	4	1	4.0	0.001999000499750125	4	4	0
7p22.1	HG00514_h2_HML-2_7p22.1_graph_hgsvc3-2024-02-23-mc-chm13_MULTI	HG00514	h2	2	pro	1004	4	1	4.0	0.00398406374501992	4	4	1
7p22.1	HG00514_h2_HML-2_7p22.1_graph_hgsvc3-2024-02-23-mc-chm13_MULTI	HG00514	h2	2	pol	2871	2	1	2.0	0.0006966213862765587	2	2	0
7p22.1	HG00514_h2_HML-2_7p22.1_graph_hgsvc3-2024-02-23-mc-chm13_MULTI	HG00514	h2	2	env	2100	1	1	1.0	0.0004761904761904762	1	1	0
7p22.1	HG00558_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG00558	mat	2	whole_unit	9455	19	1	19.0	0.002009518773135907	19	19	1
7p22.1	HG00558_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG00558	mat	2	internal	7535	11	1	11.0	0.00145985401459854	11	11	1
7p22.1	HG00558_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG00558	mat	2	5p_LTR	958	1	1	1.0	0.0010438413361169101	1	1	1
7p22.1	HG00558_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG00558	mat	2	3p_LTR	962	7	1	7.0	0.007276507276507277	7	7	0
7p22.1	HG00558_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG00558	mat	2	gag	2001	4	1	4.0	0.001999000499750125	4	4	0
7p22.1	HG00558_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG00558	mat	2	pro	1004	4	1	4.0	0.00398406374501992	4	4	1
7p22.1	HG00558_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG00558	mat	2	pol	2871	2	1	2.0	0.0006966213862765587	2	2	0
7p22.1	HG00558_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG00558	mat	2	env	2100	1	1	1.0	0.0004761904761904762	1	1	0
7p22.1	HG00558_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG00558	pat	2	whole_unit	9458	19	1	19.0	0.0020088813702685555	19	19	1
7p22.1	HG00558_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG00558	pat	2	internal	7535	11	1	11.0	0.00145985401459854	11	11	1
7p22.1	HG00558_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG00558	pat	2	5p_LTR	961	1	1	1.0	0.001040582726326743	1	1	0
7p22.1	HG00558_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG00558	pat	2	3p_LTR	962	7	1	7.0	0.007276507276507277	7	7	0
7p22.1	HG00558_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG00558	pat	2	gag	2001	4	1	4.0	0.001999000499750125	4	4	0
7p22.1	HG00558_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG00558	pat	2	pro	1004	4	1	4.0	0.00398406374501992	4	4	1
7p22.1	HG00558_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG00558	pat	2	pol	2871	3	1	3.0	0.0010449320794148381	3	3	0
7p22.1	HG00558_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG00558	pat	2	env	2100	1	1	1.0	0.0004761904761904762	1	1	0
7p22.1	HG00597_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG00597	pat	2	whole_unit	9458	19	1	19.0	0.0020088813702685555	19	19	1
7p22.1	HG00597_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG00597	pat	2	internal	7535	11	1	11.0	0.00145985401459854	11	11	1
7p22.1	HG00597_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG00597	pat	2	5p_LTR	961	1	1	1.0	0.001040582726326743	1	1	0
7p22.1	HG00597_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG00597	pat	2	3p_LTR	962	7	1	7.0	0.007276507276507277	7	7	0
7p22.1	HG00597_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG00597	pat	2	gag	2001	4	1	4.0	0.001999000499750125	4	4	0
7p22.1	HG00597_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG00597	pat	2	pro	1004	4	1	4.0	0.00398406374501992	4	4	1
7p22.1	HG00597_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG00597	pat	2	pol	2871	2	1	2.0	0.0006966213862765587	2	2	0
7p22.1	HG00597_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG00597	pat	2	env	2100	1	1	1.0	0.0004761904761904762	1	1	0
7p22.1	HG00609_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG00609	mat	2	whole_unit	9459	1	1	1.0	0.0001057194206575748	1	1	0
7p22.1	HG00609_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG00609	mat	2	internal	7536	0	1	0.0	0.0	0	0	0
7p22.1	HG00609_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG00609	mat	2	5p_LTR	961	0	1	0.0	0.0	0	0	0
7p22.1	HG00609_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG00609	mat	2	3p_LTR	962	1	1	1.0	0.0010395010395010396	1	1	0
7p22.1	HG00609_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG00609	mat	2	gag	2001	0	1	0.0	0.0	0	0	0
7p22.1	HG00609_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG00609	mat	2	pro	1005	0	1	0.0	0.0	0	0	0
7p22.1	HG00609_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG00609	mat	2	pol	2871	0	1	0.0	0.0	0	0	0
7p22.1	HG00609_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG00609	mat	2	env	2100	0	1	0.0	0.0	0	0	0
7p22.1	HG00609_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG00609	pat	2	whole_unit	9458	19	1	19.0	0.0020088813702685555	19	19	1
7p22.1	HG00609_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG00609	pat	2	internal	7535	11	1	11.0	0.00145985401459854	11	11	1
7p22.1	HG00609_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG00609	pat	2	5p_LTR	961	1	1	1.0	0.001040582726326743	1	1	0
7p22.1	HG00609_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG00609	pat	2	3p_LTR	962	7	1	7.0	0.007276507276507277	7	7	0
7p22.1	HG00609_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG00609	pat	2	gag	2001	4	1	4.0	0.001999000499750125	4	4	0
7p22.1	HG00609_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG00609	pat	2	pro	1004	4	1	4.0	0.00398406374501992	4	4	1
7p22.1	HG00609_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG00609	pat	2	pol	2871	2	1	2.0	0.0006966213862765587	2	2	0
7p22.1	HG00609_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG00609	pat	2	env	2100	1	1	1.0	0.0004761904761904762	1	1	0
7p22.1	HG00673_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG00673	mat	2	whole_unit	9458	19	1	19.0	0.0020088813702685555	19	19	1
7p22.1	HG00673_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG00673	mat	2	internal	7535	11	1	11.0	0.00145985401459854	11	11	1
7p22.1	HG00673_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG00673	mat	2	5p_LTR	961	1	1	1.0	0.001040582726326743	1	1	0
7p22.1	HG00673_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG00673	mat	2	3p_LTR	962	7	1	7.0	0.007276507276507277	7	7	0
7p22.1	HG00673_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG00673	mat	2	gag	2001	5	1	5.0	0.0024987506246876563	5	5	0
7p22.1	HG00673_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG00673	mat	2	pro	1004	4	1	4.0	0.00398406374501992	4	4	1
7p22.1	HG00673_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG00673	mat	2	pol	2871	1	1	1.0	0.00034831069313827936	1	1	0
7p22.1	HG00673_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG00673	mat	2	env	2100	1	1	1.0	0.0004761904761904762	1	1	0
7p22.1	HG00673_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG00673	pat	2	whole_unit	9458	19	1	19.0	0.0020088813702685555	19	19	1
7p22.1	HG00673_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG00673	pat	2	internal	7535	11	1	11.0	0.00145985401459854	11	11	1
7p22.1	HG00673_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG00673	pat	2	5p_LTR	961	1	1	1.0	0.001040582726326743	1	1	0
7p22.1	HG00673_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG00673	pat	2	3p_LTR	962	7	1	7.0	0.007276507276507277	7	7	0
7p22.1	HG00673_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG00673	pat	2	gag	2001	4	1	4.0	0.001999000499750125	4	4	0
7p22.1	HG00673_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG00673	pat	2	pro	1004	4	1	4.0	0.00398406374501992	4	4	1
7p22.1	HG00673_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG00673	pat	2	pol	2871	2	1	2.0	0.0006966213862765587	2	2	0
7p22.1	HG00673_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG00673	pat	2	env	2100	1	1	1.0	0.0004761904761904762	1	1	0
7p22.1	HG00706_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG00706	pat	2	whole_unit	9458	20	1	20.0	0.002114611968703743	20	20	1
7p22.1	HG00706_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG00706	pat	2	internal	7535	12	1	12.0	0.0015925680159256802	12	12	1
7p22.1	HG00706_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG00706	pat	2	5p_LTR	961	1	1	1.0	0.001040582726326743	1	1	0
7p22.1	HG00706_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG00706	pat	2	3p_LTR	962	7	1	7.0	0.007276507276507277	7	7	0
7p22.1	HG00706_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG00706	pat	2	gag	2001	4	1	4.0	0.001999000499750125	4	4	0
7p22.1	HG00706_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG00706	pat	2	pro	1004	5	1	5.0	0.0049800796812749	5	5	1
7p22.1	HG00706_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG00706	pat	2	pol	2871	2	1	2.0	0.0006966213862765587	2	2	0
7p22.1	HG00706_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG00706	pat	2	env	2100	1	1	1.0	0.0004761904761904762	1	1	0
7p22.1	HG00735_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG00735	pat	2	whole_unit	9458	21	1	21.0	0.00222034256713893	21	21	1
7p22.1	HG00735_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG00735	pat	2	internal	7535	13	1	13.0	0.0017252820172528201	13	13	1
7p22.1	HG00735_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG00735	pat	2	5p_LTR	961	1	1	1.0	0.001040582726326743	1	1	0
7p22.1	HG00735_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG00735	pat	2	3p_LTR	962	7	1	7.0	0.007276507276507277	7	7	0
7p22.1	HG00735_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG00735	pat	2	gag	2001	4	1	4.0	0.001999000499750125	4	4	0
7p22.1	HG00735_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG00735	pat	2	pro	1004	4	1	4.0	0.00398406374501992	4	4	1
7p22.1	HG00735_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG00735	pat	2	pol	2871	4	1	4.0	0.0013932427725531174	4	4	0
7p22.1	HG00735_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG00735	pat	2	env	2100	1	1	1.0	0.0004761904761904762	1	1	0
7p22.1	HG00738_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG00738	mat	2	whole_unit	9458	20	1	20.0	0.002114611968703743	20	20	1
7p22.1	HG00738_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG00738	mat	2	internal	7535	11	1	11.0	0.00145985401459854	11	11	1
7p22.1	HG00738_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG00738	mat	2	5p_LTR	961	3	1	3.0	0.003121748178980229	3	3	0
7p22.1	HG00738_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG00738	mat	2	3p_LTR	962	6	1	6.0	0.006237006237006237	6	6	0
7p22.1	HG00738_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG00738	mat	2	gag	2001	4	1	4.0	0.001999000499750125	4	4	0
7p22.1	HG00738_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG00738	mat	2	pro	1004	4	1	4.0	0.00398406374501992	4	4	1
7p22.1	HG00738_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG00738	mat	2	pol	2871	3	1	3.0	0.0010449320794148381	3	3	0
7p22.1	HG00738_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG00738	mat	2	env	2100	1	1	1.0	0.0004761904761904762	1	1	0
7p22.1	HG00741_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG00741	mat	2	whole_unit	9458	23	1	23.0	0.0024318037640093043	23	23	1
7p22.1	HG00741_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG00741	mat	2	internal	7535	13	1	13.0	0.0017252820172528201	13	13	1
7p22.1	HG00741_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG00741	mat	2	5p_LTR	961	3	1	3.0	0.003121748178980229	3	3	0
7p22.1	HG00741_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG00741	mat	2	3p_LTR	962	7	1	7.0	0.007276507276507277	7	7	0
7p22.1	HG00741_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG00741	mat	2	gag	2001	4	1	4.0	0.001999000499750125	4	4	0
7p22.1	HG00741_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG00741	mat	2	pro	1004	4	1	4.0	0.00398406374501992	4	4	1
7p22.1	HG00741_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG00741	mat	2	pol	2871	4	1	4.0	0.0013932427725531174	4	4	0
7p22.1	HG00741_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG00741	mat	2	env	2100	1	1	1.0	0.0004761904761904762	1	1	0
7p22.1	HG00864_h1_HML-2_7p22.1_graph_hgsvc3-2024-02-23-mc-chm13_MULTI	HG00864	h1	2	whole_unit	9458	19	1	19.0	0.0020088813702685555	19	19	1
7p22.1	HG00864_h1_HML-2_7p22.1_graph_hgsvc3-2024-02-23-mc-chm13_MULTI	HG00864	h1	2	internal	7535	11	1	11.0	0.00145985401459854	11	11	1
7p22.1	HG00864_h1_HML-2_7p22.1_graph_hgsvc3-2024-02-23-mc-chm13_MULTI	HG00864	h1	2	5p_LTR	961	1	1	1.0	0.001040582726326743	1	1	0
7p22.1	HG00864_h1_HML-2_7p22.1_graph_hgsvc3-2024-02-23-mc-chm13_MULTI	HG00864	h1	2	3p_LTR	962	7	1	7.0	0.007276507276507277	7	7	0
7p22.1	HG00864_h1_HML-2_7p22.1_graph_hgsvc3-2024-02-23-mc-chm13_MULTI	HG00864	h1	2	gag	2001	4	1	4.0	0.001999000499750125	4	4	0
7p22.1	HG00864_h1_HML-2_7p22.1_graph_hgsvc3-2024-02-23-mc-chm13_MULTI	HG00864	h1	2	pro	1004	4	1	4.0	0.00398406374501992	4	4	1
7p22.1	HG00864_h1_HML-2_7p22.1_graph_hgsvc3-2024-02-23-mc-chm13_MULTI	HG00864	h1	2	pol	2871	2	1	2.0	0.0006966213862765587	2	2	0
7p22.1	HG00864_h1_HML-2_7p22.1_graph_hgsvc3-2024-02-23-mc-chm13_MULTI	HG00864	h1	2	env	2100	1	1	1.0	0.0004761904761904762	1	1	0
7p22.1	HG01074_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG01074	mat	2	whole_unit	9459	6	1	6.0	0.0006343165239454488	6	6	0
7p22.1	HG01074_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG01074	mat	2	internal	7536	0	1	0.0	0.0	0	0	0
7p22.1	HG01074_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG01074	mat	2	5p_LTR	961	0	1	0.0	0.0	0	0	0
7p22.1	HG01074_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG01074	mat	2	3p_LTR	962	6	1	6.0	0.006237006237006237	6	6	0
7p22.1	HG01074_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG01074	mat	2	gag	2001	0	1	0.0	0.0	0	0	0
7p22.1	HG01074_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG01074	mat	2	pro	1005	0	1	0.0	0.0	0	0	0
7p22.1	HG01074_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG01074	mat	2	pol	2871	0	1	0.0	0.0	0	0	0
7p22.1	HG01074_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG01074	mat	2	env	2100	0	1	0.0	0.0	0	0	0
7p22.1	HG01099_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG01099	pat	2	whole_unit	9458	21	1	21.0	0.00222034256713893	21	21	1
7p22.1	HG01099_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG01099	pat	2	internal	7535	13	1	13.0	0.0017252820172528201	13	13	1
7p22.1	HG01099_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG01099	pat	2	5p_LTR	961	1	1	1.0	0.001040582726326743	1	1	0
7p22.1	HG01099_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG01099	pat	2	3p_LTR	962	7	1	7.0	0.007276507276507277	7	7	0
7p22.1	HG01099_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG01099	pat	2	gag	2001	4	1	4.0	0.001999000499750125	4	4	0
7p22.1	HG01099_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG01099	pat	2	pro	1004	4	1	4.0	0.00398406374501992	4	4	1
7p22.1	HG01099_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG01099	pat	2	pol	2871	4	1	4.0	0.0013932427725531174	4	4	0
7p22.1	HG01099_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG01099	pat	2	env	2100	1	1	1.0	0.0004761904761904762	1	1	0
7p22.1	HG01106_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG01106	mat	2	whole_unit	9459	6	1	6.0	0.0006343165239454488	6	6	0
7p22.1	HG01106_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG01106	mat	2	internal	7536	0	1	0.0	0.0	0	0	0
7p22.1	HG01106_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG01106	mat	2	5p_LTR	961	0	1	0.0	0.0	0	0	0
7p22.1	HG01106_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG01106	mat	2	3p_LTR	962	6	1	6.0	0.006237006237006237	6	6	0
7p22.1	HG01106_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG01106	mat	2	gag	2001	0	1	0.0	0.0	0	0	0
7p22.1	HG01106_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG01106	mat	2	pro	1005	0	1	0.0	0.0	0	0	0
7p22.1	HG01106_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG01106	mat	2	pol	2871	0	1	0.0	0.0	0	0	0
7p22.1	HG01106_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG01106	mat	2	env	2100	0	1	0.0	0.0	0	0	0
7p22.1	HG01106_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG01106	pat	2	whole_unit	9459	6	1	6.0	0.0006343165239454488	6	6	0
7p22.1	HG01106_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG01106	pat	2	internal	7536	0	1	0.0	0.0	0	0	0
7p22.1	HG01106_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG01106	pat	2	5p_LTR	961	0	1	0.0	0.0	0	0	0
7p22.1	HG01106_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG01106	pat	2	3p_LTR	962	6	1	6.0	0.006237006237006237	6	6	0
7p22.1	HG01106_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG01106	pat	2	gag	2001	0	1	0.0	0.0	0	0	0
7p22.1	HG01106_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG01106	pat	2	pro	1005	0	1	0.0	0.0	0	0	0
7p22.1	HG01106_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG01106	pat	2	pol	2871	0	1	0.0	0.0	0	0	0
7p22.1	HG01106_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG01106	pat	2	env	2100	0	1	0.0	0.0	0	0	0
7p22.1	HG01109_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG01109	pat	2	whole_unit	9459	7	1	7.0	0.0007400359446030236	7	7	0
7p22.1	HG01109_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG01109	pat	2	internal	7536	1	1	1.0	0.0001326963906581741	1	1	0
7p22.1	HG01109_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG01109	pat	2	5p_LTR	961	0	1	0.0	0.0	0	0	0
7p22.1	HG01109_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG01109	pat	2	3p_LTR	962	6	1	6.0	0.006237006237006237	6	6	0
7p22.1	HG01109_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG01109	pat	2	gag	2001	0	1	0.0	0.0	0	0	0
7p22.1	HG01109_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG01109	pat	2	pro	1005	0	1	0.0	0.0	0	0	0
7p22.1	HG01109_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG01109	pat	2	pol	2871	1	1	1.0	0.00034831069313827936	1	1	0
7p22.1	HG01109_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG01109	pat	2	env	2100	0	1	0.0	0.0	0	0	0
7p22.1	HG01150_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG01150	mat	2	whole_unit	9458	18	1	18.0	0.0019031507718333686	18	18	1
7p22.1	HG01150_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG01150	mat	2	internal	7535	10	1	10.0	0.0013271400132714001	10	10	1
7p22.1	HG01150_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG01150	mat	2	5p_LTR	961	2	1	2.0	0.002081165452653486	2	2	0
7p22.1	HG01150_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG01150	mat	2	3p_LTR	962	6	1	6.0	0.006237006237006237	6	6	0
7p22.1	HG01150_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG01150	mat	2	gag	2001	4	1	4.0	0.001999000499750125	4	4	0
7p22.1	HG01150_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG01150	mat	2	pro	1004	4	1	4.0	0.00398406374501992	4	4	1
7p22.1	HG01150_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG01150	mat	2	pol	2871	2	1	2.0	0.0006966213862765587	2	2	0
7p22.1	HG01150_mat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG01150	mat	2	env	2100	0	1	0.0	0.0	0	0	0
7p22.1	HG01150_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG01150	pat	2	whole_unit	9459	6	1	6.0	0.0006343165239454488	6	6	0
7p22.1	HG01150_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG01150	pat	2	internal	7536	0	1	0.0	0.0	0	0	0
7p22.1	HG01150_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG01150	pat	2	5p_LTR	961	0	1	0.0	0.0	0	0	0
7p22.1	HG01150_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG01150	pat	2	3p_LTR	962	6	1	6.0	0.006237006237006237	6	6	0
7p22.1	HG01150_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG01150	pat	2	gag	2001	0	1	0.0	0.0	0	0	0
7p22.1	HG01150_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG01150	pat	2	pro	1005	0	1	0.0	0.0	0	0	0
7p22.1	HG01150_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG01150	pat	2	pol	2871	0	1	0.0	0.0	0	0	0
7p22.1	HG01150_pat_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG01150	pat	2	env	2100	0	1	0.0	0.0	0	0	0
7p22.1	HG01167_hap2_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG01167	h2	2	whole_unit	9459	6	1	6.0	0.0006343165239454488	6	6	0
7p22.1	HG01167_hap2_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG01167	h2	2	internal	7536	0	1	0.0	0.0	0	0	0
7p22.1	HG01167_hap2_hprc_r2_v1.0.1_HML-2_7p22.1_MULTI	HG01167	h2	2	5p_LTR	961	0	1	0.0	0.0	0	0	0
