locus	array	sample	haplotype	copy_a	copy_b	substitutions	callable_bases	clock_assumption	rate_slow_per_site_per_My	rate_fast_per_site_per_My	sensitivity_point_age_low_My	sensitivity_point_age_high_My	exact_poisson95_age_lower_at_fast_rate_My	exact_poisson95_age_upper_at_fast_rate_My	exact_poisson95_age_lower_at_slow_rate_My	exact_poisson95_age_upper_at_slow_rate_My	zero_one_sided95_upper_at_fast_rate_My	zero_one_sided95_upper_at_slow_rate_My
12q24.33	HG01175_pat_hprc_r2_v1.0.1_HML-2_12q24.33_MULTI	HG01175	pat	1	2	0	3924	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045			0.0	0.208906980072145	0.0	0.3917005876352719	0.16965297732211979	0.3180993324789746
12q24.33	HG01255_mat_hprc_r2_v1.0.1_HML-2_12q24.33_MULTI	HG01255	mat	1	2	0	3924	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045			0.0	0.208906980072145	0.0	0.3917005876352719	0.16965297732211979	0.3180993324789746
12q24.33	HG02155_hap2_hprc_r2_v1.0.1_HML-2_12q24.33_MULTI	HG02155	h2	1	2	0	3926	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045			0.0	0.20880055776951018	0.0	0.3915010458178315	0.16956655196433978	0.3179372849331371
12q24.33	HG02818_pat_hprc_r2_v1.0.1_HML-2_12q24.33_MULTI	HG02818	pat	1	2	0	3926	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045			0.0	0.20880055776951018	0.0	0.3915010458178315	0.16956655196433978	0.3179372849331371
12q24.33	HG03248_h1_HML-2_12q24.33_graph_hgsvc3-2024-02-23-mc-chm13_MULTI	HG03248	h1	1	2	0	3926	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045			0.0	0.20880055776951018	0.0	0.3915010458178315	0.16956655196433978	0.3179372849331371
12q24.33	HG03470_hap1_hprc_r2_v1.0.1_HML-2_12q24.33_MULTI	HG03470	h1	1	2	1	3926	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045	0.05660270560932813	0.10613007301749024	0.0014330564320082552	0.31537009061747323	0.002686980810015478	0.5913189199077623		
12q24.33	HG03470_hap1_hprc_r2_v1.0.1_HML-2_12q24.33_MULTI	HG03470	h1	1	3	1	3926	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045	0.05660270560932813	0.10613007301749024	0.0014330564320082552	0.31537009061747323	0.002686980810015478	0.5913189199077623		
12q24.33	HG03470_hap1_hprc_r2_v1.0.1_HML-2_12q24.33_MULTI	HG03470	h1	1	4	1	3926	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045	0.05660270560932813	0.10613007301749024	0.0014330564320082552	0.31537009061747323	0.002686980810015478	0.5913189199077623		
12q24.33	HG03470_hap1_hprc_r2_v1.0.1_HML-2_12q24.33_MULTI	HG03470	h1	2	3	0	3926	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045			0.0	0.20880055776951018	0.0	0.3915010458178315	0.16956655196433978	0.3179372849331371
12q24.33	HG03470_hap1_hprc_r2_v1.0.1_HML-2_12q24.33_MULTI	HG03470	h1	2	4	0	3926	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045			0.0	0.20880055776951018	0.0	0.3915010458178315	0.16956655196433978	0.3179372849331371
12q24.33	HG03470_hap1_hprc_r2_v1.0.1_HML-2_12q24.33_MULTI	HG03470	h1	3	4	0	3926	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045			0.0	0.20880055776951018	0.0	0.3915010458178315	0.16956655196433978	0.3179372849331371
12q24.33	NA19317_h1_HML-2_12q24.33_graph_hgsvc3-2024-02-23-mc-chm13_MULTI	NA19317	h1	1	2	1	3926	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045	0.05660270560932813	0.10613007301749024	0.0014330564320082552	0.31537009061747323	0.002686980810015478	0.5913189199077623		
12q24.33	NA19384_h2_HML-2_12q24.33_graph_hgsvc3-2024-02-23-mc-chm13_MULTI	NA19384	h2	1	2	1	3926	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045	0.05660270560932813	0.10613007301749024	0.0014330564320082552	0.31537009061747323	0.002686980810015478	0.5913189199077623		
12q24.33	NA19434_h2_HML-2_12q24.33_graph_hgsvc3-2024-02-23-mc-chm13_MULTI	NA19434	h2	1	2	1	3926	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045	0.05660270560932813	0.10613007301749024	0.0014330564320082552	0.31537009061747323	0.002686980810015478	0.5913189199077623		
12q24.33	NA20850_hap2_hprc_r2_v1.0.1_HML-2_12q24.33_MULTI	NA20850	h2	1	2	0	3924	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045			0.0	0.208906980072145	0.0	0.3917005876352719	0.16965297732211979	0.3180993324789746
1p31.1b	HG00329_hap1_hprc_r2_v1.0.1_HML-2_1p31.1b_MULTI	HG00329	h1	1	2	0	4437	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045			0.0	0.1847534347088341	0.0	0.34641269007906395	0.1500379272057692	0.2813211135108173
1p31.1b	HG00329_hap1_hprc_r2_v1.0.1_HML-2_1p31.1b_MULTI	HG00329	h1	1	3	0	4437	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045			0.0	0.1847534347088341	0.0	0.34641269007906395	0.1500379272057692	0.2813211135108173
1p31.1b	HG00329_hap1_hprc_r2_v1.0.1_HML-2_1p31.1b_MULTI	HG00329	h1	1	4	0	4437	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045			0.0	0.1847534347088341	0.0	0.34641269007906395	0.1500379272057692	0.2813211135108173
1p31.1b	HG00329_hap1_hprc_r2_v1.0.1_HML-2_1p31.1b_MULTI	HG00329	h1	2	3	0	4437	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045			0.0	0.1847534347088341	0.0	0.34641269007906395	0.1500379272057692	0.2813211135108173
1p31.1b	HG00329_hap1_hprc_r2_v1.0.1_HML-2_1p31.1b_MULTI	HG00329	h1	2	4	0	4437	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045			0.0	0.1847534347088341	0.0	0.34641269007906395	0.1500379272057692	0.2813211135108173
1p31.1b	HG00329_hap1_hprc_r2_v1.0.1_HML-2_1p31.1b_MULTI	HG00329	h1	3	4	0	4437	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045			0.0	0.1847534347088341	0.0	0.34641269007906395	0.1500379272057692	0.2813211135108173
1p31.1b	HG01167_hap2_hprc_r2_v1.0.1_HML-2_1p31.1b_MULTI	HG01167	h2	1	2	0	4437	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045			0.0	0.1847534347088341	0.0	0.34641269007906395	0.1500379272057692	0.2813211135108173
1p31.1b	HG01167_hap2_hprc_r2_v1.0.1_HML-2_1p31.1b_MULTI	HG01167	h2	1	3	1	4437	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045	0.05008389051661533	0.09390729471865375	0.0012680143232058618	0.2790495775894072	0.0023775268560109913	0.5232179579801385		
1p31.1b	HG01167_hap2_hprc_r2_v1.0.1_HML-2_1p31.1b_MULTI	HG01167	h2	2	3	1	4437	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045	0.05008389051661533	0.09390729471865375	0.0012680143232058618	0.2790495775894072	0.0023775268560109913	0.5232179579801385		
1p31.1b	HG03009_h1_HML-2_1p31.1b_graph_hgsvc3-2024-02-23-mc-chm13_MULTI	HG03009	h1	1	2	0	4437	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045			0.0	0.1847534347088341	0.0	0.34641269007906395	0.1500379272057692	0.2813211135108173
1p31.1b	HG03009_h1_HML-2_1p31.1b_graph_hgsvc3-2024-02-23-mc-chm13_MULTI	HG03009	h1	1	3	1	4437	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045	0.05008389051661533	0.09390729471865375	0.0012680143232058618	0.2790495775894072	0.0023775268560109913	0.5232179579801385		
1p31.1b	HG03009_h1_HML-2_1p31.1b_graph_hgsvc3-2024-02-23-mc-chm13_MULTI	HG03009	h1	2	3	1	4437	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045	0.05008389051661533	0.09390729471865375	0.0012680143232058618	0.2790495775894072	0.0023775268560109913	0.5232179579801385		
1p31.1b	HG03017_pat_hprc_r2_v1.0.1_HML-2_1p31.1b_MULTI	HG03017	pat	1	2	0	4437	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045			0.0	0.1847534347088341	0.0	0.34641269007906395	0.1500379272057692	0.2813211135108173
1p31.1b	HG03017_pat_hprc_r2_v1.0.1_HML-2_1p31.1b_MULTI	HG03017	pat	1	3	0	4437	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045			0.0	0.1847534347088341	0.0	0.34641269007906395	0.1500379272057692	0.2813211135108173
1p31.1b	HG03017_pat_hprc_r2_v1.0.1_HML-2_1p31.1b_MULTI	HG03017	pat	2	3	0	4437	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045			0.0	0.1847534347088341	0.0	0.34641269007906395	0.1500379272057692	0.2813211135108173
1p31.1b	HG03470_hap1_hprc_r2_v1.0.1_HML-2_1p31.1b_MULTI	HG03470	h1	1	2	1	4437	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045	0.05008389051661533	0.09390729471865375	0.0012680143232058618	0.2790495775894072	0.0023775268560109913	0.5232179579801385		
1p31.1b	HG03732_h2_HML-2_1p31.1b_graph_hgsvc3-2024-02-23-mc-chm13_MULTI	HG03732	h2	1	2	0	4435	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045			0.0	0.18483675080114922	0.0	0.3465689077521549	0.1501055880523107	0.2814479775980826
1p31.1b	HG04115_pat_hprc_r2_v1.0.1_HML-2_1p31.1b_MULTI	HG04115	pat	1	2	0	4437	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045			0.0	0.1847534347088341	0.0	0.34641269007906395	0.1500379272057692	0.2813211135108173
1p31.1b	HG04115_pat_hprc_r2_v1.0.1_HML-2_1p31.1b_MULTI	HG04115	pat	1	3	0	4437	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045			0.0	0.1847534347088341	0.0	0.34641269007906395	0.1500379272057692	0.2813211135108173
1p31.1b	HG04115_pat_hprc_r2_v1.0.1_HML-2_1p31.1b_MULTI	HG04115	pat	2	3	0	4437	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045			0.0	0.1847534347088341	0.0	0.34641269007906395	0.1500379272057692	0.2813211135108173
1p31.1b	NA21093_hap2_hprc_r2_v1.0.1_HML-2_1p31.1b_MULTI	NA21093	h2	1	2	0	4437	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045			0.0	0.1847534347088341	0.0	0.34641269007906395	0.1500379272057692	0.2813211135108173
1p31.1b	NA21093_hap2_hprc_r2_v1.0.1_HML-2_1p31.1b_MULTI	NA21093	h2	1	3	0	4437	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045			0.0	0.1847534347088341	0.0	0.34641269007906395	0.1500379272057692	0.2813211135108173
1p31.1b	NA21093_hap2_hprc_r2_v1.0.1_HML-2_1p31.1b_MULTI	NA21093	h2	1	4	0	4437	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045			0.0	0.1847534347088341	0.0	0.34641269007906395	0.1500379272057692	0.2813211135108173
1p31.1b	NA21093_hap2_hprc_r2_v1.0.1_HML-2_1p31.1b_MULTI	NA21093	h2	2	3	0	4437	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045			0.0	0.1847534347088341	0.0	0.34641269007906395	0.1500379272057692	0.2813211135108173
1p31.1b	NA21093_hap2_hprc_r2_v1.0.1_HML-2_1p31.1b_MULTI	NA21093	h2	2	4	0	4437	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045			0.0	0.1847534347088341	0.0	0.34641269007906395	0.1500379272057692	0.2813211135108173
1p31.1b	NA21093_hap2_hprc_r2_v1.0.1_HML-2_1p31.1b_MULTI	NA21093	h2	3	4	0	4437	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045			0.0	0.1847534347088341	0.0	0.34641269007906395	0.1500379272057692	0.2813211135108173
1p31.1b	NA21106_hap2_hprc_r2_v1.0.1_HML-2_1p31.1b_MULTI	NA21106	h2	1	2	0	4437	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045			0.0	0.1847534347088341	0.0	0.34641269007906395	0.1500379272057692	0.2813211135108173
1p31.1b	NA21106_hap2_hprc_r2_v1.0.1_HML-2_1p31.1b_MULTI	NA21106	h2	1	3	0	4437	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045			0.0	0.1847534347088341	0.0	0.34641269007906395	0.1500379272057692	0.2813211135108173
1p31.1b	NA21106_hap2_hprc_r2_v1.0.1_HML-2_1p31.1b_MULTI	NA21106	h2	1	4	0	4437	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045			0.0	0.1847534347088341	0.0	0.34641269007906395	0.1500379272057692	0.2813211135108173
1p31.1b	NA21106_hap2_hprc_r2_v1.0.1_HML-2_1p31.1b_MULTI	NA21106	h2	2	3	0	4437	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045			0.0	0.1847534347088341	0.0	0.34641269007906395	0.1500379272057692	0.2813211135108173
1p31.1b	NA21106_hap2_hprc_r2_v1.0.1_HML-2_1p31.1b_MULTI	NA21106	h2	2	4	0	4437	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045			0.0	0.1847534347088341	0.0	0.34641269007906395	0.1500379272057692	0.2813211135108173
1p31.1b	NA21106_hap2_hprc_r2_v1.0.1_HML-2_1p31.1b_MULTI	NA21106	h2	3	4	0	4437	Neutral internal divergence with pairwise LTR-rate sensitivity, no subsequent sequence exchange	0.0024	0.0045			0.0	0.1847534347088341	0.0	0.34641269007906395	0.1500379272057692	0.2813211135108173
